mastery,difficulty,correct
0.037421,3,0
0.852365,3,1
0.593386,3,1
0.045829,1,0
0.158587,2,0
0.279564,2,0
0.263072,1,1
0.548391,1,1
0.399444,2,1
0.882217,1,1
0.719411,3,1
0.910733,1,1
0.862819,1,1
0.921369,1,1
0.980011,1,1
0.311696,3,0
0.209681,3,0
0.165152,2,0
0.628088,1,1
0.680967,3,1
0.087837,3,0
0.821072,2,1
0.783067,2,1
0.628474,1,1
0.435612,3,1
0.153657,3,0
0.505592,2,0
0.159169,1,0
0.604979,1,1
0.309965,3,0
0.247306,2,0
0.441051,2,1
0.580713,1,1
0.367464,3,0
0.963603,3,1
0.005898,3,0
0.912861,2,1
0.000684,1,0
0.216712,3,0
0.996351,1,1
0.728095,3,1
0.644498,1,1
0.726093,1,1
0.408296,2,0
0.784210,1,1
0.154868,2,0
0.793892,2,1
0.939527,1,1
0.857687,2,1
0.739661,1,1
0.651377,1,1
0.521092,3,0
0.395223,2,0
0.865654,2,1
0.647459,3,0
0.434900,2,1
0.784792,2,1
0.054104,3,0
0.813119,3,0
0.810702,3,1
0.228529,3,0
0.037672,3,0
0.713708,1,1
0.199872,3,0
0.996022,2,1
0.009182,1,1
0.229792,1,1
0.042062,1,0
0.782656,1,1
0.578695,3,0
0.848435,1,1
0.962613,2,1
0.610115,1,1
0.231754,1,1
0.092649,2,0
0.866261,2,1
0.245113,2,0
0.893518,2,1
0.878288,3,0
0.627809,1,1
0.603996,3,0
0.950826,2,1
0.756015,1,1
0.683282,2,1
0.435741,3,0
0.483998,3,0
0.388921,3,0
0.946321,3,1
0.638119,3,1
0.780364,3,1
0.037200,3,0
0.852426,1,1
0.417638,1,1
0.737160,1,1
0.040025,1,0
0.893873,1,1
0.659846,3,0
0.457501,1,1
0.303558,3,0
0.311024,3,0
0.303398,2,1
0.131026,3,0
0.463810,3,0
0.453486,3,0
0.411937,2,0
0.703094,2,1
0.419815,3,0
0.089004,3,0
0.852060,2,1
0.425101,3,0
0.655286,2,1
0.929896,2,1
0.767415,2,0
0.538799,2,1
0.545022,2,1
0.849531,2,1
0.823632,3,1
0.178653,3,0
0.626501,1,1
0.865716,2,1
0.803307,2,1
0.124716,1,0
0.435693,2,1
0.518233,2,1
0.257810,3,0
0.679499,2,1
0.476226,2,1
0.297509,3,0
0.336865,3,0
0.856668,3,1
0.866200,3,1
0.812376,1,1
0.913869,2,1
0.952307,1,1
0.491828,2,1
0.096704,1,0
0.800071,2,1
0.633432,1,1
0.380517,2,0
0.975533,3,1
0.338685,3,0
0.907634,3,1
0.592584,2,1
0.036642,2,0
0.860335,3,1
0.762212,2,1
0.642488,1,1
0.614587,3,1
0.218835,1,1
0.214486,3,0
0.029172,2,0
0.154137,2,0
0.336481,2,0
0.540725,1,1
0.130809,1,1
0.557572,1,1
0.263320,2,0
0.253961,1,1
0.947944,3,1
0.992345,3,1
0.811439,1,1
0.054392,3,0
0.728632,2,1
0.178426,3,0
0.569221,3,1
0.893714,3,1
0.380196,1,1
0.928842,2,1
0.708372,2,1
0.301012,2,1
0.094917,3,0
0.815351,2,1
0.458059,1,1
0.072693,3,0
0.103122,1,0
0.966961,3,1
0.243002,3,0
0.966591,3,1
0.681160,1,1
0.300491,1,1
0.383728,3,0
0.777038,1,1
0.435415,3,0
0.074751,2,0
0.229814,3,0
0.860345,2,1
0.696174,2,1
0.501016,3,1
0.245496,1,0
0.474591,3,0
0.788849,3,1
0.081543,2,0
0.994768,3,1
0.859763,1,1
0.317966,1,1
0.870577,3,1
0.681715,2,1
0.666354,3,0
0.139710,3,0
0.905895,1,1
0.450342,1,1
0.803228,3,0
0.299524,3,0
0.308004,2,0
0.964689,3,1
0.496660,3,0
0.059891,3,0
0.835707,1,1
0.227230,3,0
0.878754,3,1
0.916440,2,1
0.072766,2,0
0.582429,2,1
0.981524,1,1
0.930920,1,1
0.525243,3,0
0.680493,3,0
0.604262,2,1
0.203253,2,0
0.652998,1,1
0.333141,1,0
0.337972,3,0
0.419988,3,0
0.852177,3,1
0.238346,2,0
0.250792,3,0
0.007340,3,0
0.155007,1,0
0.978679,3,1
0.433870,2,1
0.195165,3,0
0.965682,3,1
0.027118,3,0
0.484166,3,0
0.804602,3,1
0.772825,2,1
0.189217,3,0
0.707790,2,1
0.622289,2,1
0.675276,3,1
0.266105,1,1
0.810734,2,1
0.559238,1,1
0.725078,2,1
0.939574,2,1
0.855497,3,1
0.782337,3,1
0.289649,2,1
0.054083,3,0
0.574644,3,0
0.034513,1,0
0.714190,2,1
0.736822,2,1
0.562911,1,1
0.168152,1,1
0.875721,3,1
0.595921,3,0
0.514892,2,1
0.567592,3,0
0.082887,1,0
0.740437,3,1
0.060776,2,0
0.578388,1,1
0.169257,3,0
0.207702,3,0
0.233254,1,0
0.014306,3,0
0.891839,2,1
0.804235,1,1
0.031286,3,0
0.056986,3,0
0.782877,1,1
0.006803,3,0
0.468999,2,1
0.107297,2,0
0.591632,3,0
0.998340,3,1
0.172022,3,0
0.956684,3,1
0.865479,1,1
0.985855,2,1
0.766189,3,1
0.856994,1,1
0.594598,2,1
0.867284,2,1
0.111512,1,1
0.741654,1,1
0.628724,3,1
0.059846,1,0
0.291590,1,1
0.216107,1,1
0.405175,2,1
0.198353,1,0
0.274830,3,1
0.296030,1,0
0.599811,3,1
0.134874,2,0
0.241101,2,0
0.317148,1,0
0.449068,1,1
0.038089,1,0
0.999211,3,1
0.300392,1,1
0.287345,1,1
0.554871,1,1
0.854032,2,1
0.456809,2,0
0.248839,2,0
0.565876,1,1
0.482943,1,1
0.423075,1,1
0.983883,3,1
0.995950,2,1
0.561944,2,1
0.068004,3,0
0.566918,3,1
0.952472,1,1
0.925693,3,1
0.215501,2,0
0.190119,1,1
0.152256,1,0
0.819784,2,1
0.490055,2,1
0.338047,1,0
0.324807,2,1
0.275413,3,0
0.882620,1,1
0.409680,1,0
0.244018,3,0
0.710405,2,1
0.635455,3,0
0.715366,2,1
0.821956,1,1
0.101234,1,0
0.001989,2,0
0.050566,1,0
0.706793,2,1
0.934497,1,1
0.331105,3,0
0.781194,3,1
0.729185,1,1
0.978062,2,1
0.470793,1,1
0.166073,2,0
0.765231,2,1
0.818819,2,1
0.707300,3,1
0.863182,2,1
0.371183,2,1
0.690315,1,1
0.263849,1,1
0.446440,2,1
0.242492,1,0
0.154534,2,0
0.035953,1,0
0.671424,2,1
0.875273,1,1
0.314419,1,1
0.429235,1,1
0.003547,3,0
0.412855,3,0
0.281322,1,1
0.574200,3,1
0.908517,3,1
0.506153,1,1
0.675533,2,1
0.705483,2,1
0.152432,2,0
0.346571,1,1
0.113146,2,0
0.440747,3,0
0.887286,3,1
0.480934,1,1
0.456153,2,1
0.209324,2,0
0.310217,1,1
0.936600,2,1
0.302995,3,0
0.731387,1,1
0.042142,1,1
0.128314,1,0
0.311478,3,0
0.901421,3,1
0.219292,3,0
0.726745,3,1
0.167524,3,0
0.612842,2,1
0.586828,1,1
0.621948,3,1
0.286277,2,0
0.162103,3,0
0.886486,1,1
0.569444,3,1
0.212043,2,0
0.413329,2,1
0.067091,3,0
0.475376,3,1
0.423891,1,1
0.132726,2,0
0.444372,2,1
0.639532,2,1
0.928490,2,1
0.703185,1,1
0.502435,2,1
0.770051,2,1
0.279935,2,0
0.668782,3,1
0.005062,2,0
0.072551,3,0
0.624266,1,1
0.192550,1,1
0.688730,1,1
0.636753,1,1
0.063667,3,0
0.392497,2,0
0.613002,1,1
0.713482,1,1
0.816084,1,1
0.330443,1,1
0.836716,3,1
0.354254,3,0
0.006987,1,0
0.610006,3,1
0.241669,3,0
0.124381,2,0
0.258358,1,1
0.827914,1,1
0.914001,3,1
0.961697,2,1
0.302830,2,0
0.455929,1,1
0.802526,2,1
0.317903,3,0
0.385143,1,1
0.237274,1,0
0.572367,3,1
0.659267,1,1
0.318439,2,0
0.024231,2,0
0.735908,2,0
0.616597,1,1
0.218999,3,0
0.314648,2,1
0.957114,3,1
0.630204,1,1
0.595478,3,1
0.639691,1,1
0.954445,1,1
0.339859,1,0
0.280916,2,0
0.376742,1,0
0.800949,1,1
0.120959,3,0
0.206825,3,0
0.228246,1,0
0.636377,1,1
0.641583,1,1
0.371886,3,0
0.276192,3,0
0.754652,3,1
0.031727,3,0
0.738738,1,1
0.210274,3,0
0.902777,1,1
0.413693,3,0
0.642297,3,1
0.120969,2,0
0.253884,1,0
0.700609,1,1
0.550355,1,1
0.770477,1,1
0.563402,2,1
0.569331,2,1
0.858259,1,1
0.424690,2,1
0.895045,2,1
0.372215,1,1
0.328594,2,0
0.779421,1,1
0.011546,2,0
0.172192,3,0
0.071766,2,0
0.512105,2,1
0.628071,3,1
0.010376,2,0
0.161464,2,1
0.302541,1,1
0.294226,3,0
0.097133,2,0
0.172847,1,0
0.847052,1,1
0.700581,2,1
0.296094,3,0
0.263407,3,0
0.080199,1,1
0.348906,1,1
0.398070,2,1
0.904182,2,1
0.743116,3,1
0.479154,1,1
0.134857,2,0
0.656162,1,1
0.936012,3,1
0.078045,3,0
0.848608,1,1
0.180115,3,0
0.701281,2,1
0.183856,3,0
0.600014,3,0
0.237625,2,0
0.541698,3,1
0.600158,3,0
0.618520,3,1
0.682799,2,1
0.069030,2,0
0.703387,2,1
0.154598,2,0
0.677032,1,1
0.124038,2,1
0.479415,2,1
0.386768,1,1
0.967346,2,1
0.630809,1,1
0.088206,3,0
0.700886,2,1
0.194138,3,0
0.286150,3,0
0.378443,3,0
0.776225,3,1
0.944081,1,1
0.924335,2,1
0.170684,2,0
0.060413,3,0
0.828533,1,1
0.288218,1,1
0.582826,1,1
0.978627,2,1
0.186422,1,0
0.374856,3,0
0.867599,3,1
0.649981,2,1
0.937553,2,1
0.631719,2,1
0.303570,2,0
0.805109,3,1
0.759264,3,1
0.933619,3,1
0.476167,1,1
0.502839,3,1
0.323823,2,0
0.268758,1,1
0.996528,3,1
0.977256,1,1
0.529646,2,1
0.955086,3,1
0.356155,3,0
0.849994,2,1
0.634868,3,1
0.717066,2,1
0.718203,3,0
0.635829,1,1
0.852328,2,1
0.392013,3,0
0.849189,2,1
0.183415,3,0
0.199959,1,1
0.717343,2,1
0.750130,3,1
0.902301,1,1
0.274683,2,0
0.056069,2,0
0.507472,2,1
0.875340,3,1
0.971466,2,1
0.857826,1,1
0.489956,3,0
0.863382,3,1
0.213971,1,1
0.921170,2,1
0.566846,2,1
0.389364,3,0
0.581641,3,0
0.784008,1,1
0.240122,2,1
0.101880,1,0
0.733120,1,1
0.952469,1,1
0.636978,1,1
0.142583,1,1
0.643385,3,0
0.116632,2,0
0.303525,1,1
0.031598,2,0
0.487502,2,1
0.321354,1,1
0.097522,1,0
0.309027,2,0
0.647570,1,1
0.289082,2,0
0.143072,1,0
0.544797,3,0
0.753227,3,0
0.830141,1,1
0.472097,2,1
0.711072,3,1
0.833328,1,1
0.672889,1,1
0.527271,1,1
0.059939,1,0
0.290034,3,0
0.319815,3,0
0.395011,2,1
0.950893,2,1
0.208875,1,1
0.541555,1,1
0.991218,2,1
0.618795,1,1
0.208911,3,0
0.960191,1,1
0.336293,2,0
0.047871,3,0
0.431362,3,0
0.240656,1,1
0.818864,1,1
0.219956,1,0
0.819854,1,1
0.036171,2,0
0.929157,1,1
0.042194,1,0
0.938540,2,1
0.073691,3,0
0.872584,2,1
0.831332,1,1
0.594424,3,0
0.035986,3,0
0.621143,1,1
0.617846,2,1
0.557197,2,1
0.631526,1,1
0.968107,3,1
0.995507,3,1
0.520496,2,1
0.091801,1,0
0.133969,1,0
0.720351,3,0
0.981964,2,1
0.436055,3,0
0.098039,1,1
0.353045,2,1
0.385010,2,0
0.996595,2,1
0.686583,2,1
0.117866,2,0
0.337077,3,0
0.048559,2,0
0.653061,3,1
0.672739,3,1
0.057497,1,0
0.335520,3,0
0.902838,2,1
0.826816,1,1
0.574213,2,1
0.484623,2,1
0.992852,2,1
0.722196,2,1
0.952635,3,1
0.071585,1,0
0.212151,1,1
0.031111,1,0
0.867918,2,1
0.694231,2,1
0.177652,2,0
0.974191,3,1
0.955797,1,1
0.224598,3,0
0.647010,1,1
0.668103,1,0
0.004017,2,0
0.688780,1,1
0.221340,2,0
0.901319,1,1
0.838507,1,1
0.905294,3,1
0.757554,3,1
0.164905,1,1
0.360554,3,0
0.708931,1,1
0.323325,3,0
0.710033,2,1
0.336159,2,0
0.177729,2,0
0.518164,2,0
0.686228,3,0
0.517196,1,1
0.641867,3,1
0.438051,2,1
0.778331,3,1
0.649966,3,1
0.574607,3,0
0.435372,1,1
0.535728,2,1
0.051010,1,0
0.666720,1,1
0.204412,2,0
0.860149,3,1
0.812344,2,1
0.527955,1,1
0.847131,1,1
0.670803,2,1
0.141260,1,1
0.740773,1,1
0.995806,1,1
0.040977,1,0
0.244919,1,0
0.597741,2,1
0.415194,2,0
0.637556,1,1
0.586404,3,0
0.787989,2,1
0.070903,3,0
0.440616,3,0
0.860054,3,1
0.362762,1,1
0.503789,3,0
0.021579,1,0
0.224174,2,0
0.463655,1,1
0.398968,2,1
0.714655,1,1
0.611880,1,1
0.880283,3,1
0.854771,1,1
0.241220,2,0
0.017639,1,1
0.854471,1,1
0.329121,1,1
0.347110,3,0
0.158395,2,0
0.693007,2,1
0.280109,2,0
0.176743,3,0
0.503391,1,1
0.750416,2,1
0.269599,1,1
0.722039,3,1
0.461975,2,1
0.403773,1,1
0.359521,2,1
0.145581,3,0
0.332634,3,0
0.879252,3,1
0.102167,3,0
0.958300,3,1
0.107497,3,0
0.362032,2,0
0.606306,1,1
0.837841,1,1
0.143583,2,0
0.141102,1,1
0.628378,3,0
0.292747,2,0
0.644502,3,1
0.820583,1,1
0.076871,3,0
0.844494,3,1
0.037585,3,0
0.898826,3,1
0.975618,1,1
0.667455,3,1
0.984255,3,1
0.821992,2,1
0.044366,2,0
0.003811,2,0
0.020798,2,0
0.451907,3,0
0.623383,3,1
0.481472,2,0
0.677130,1,1
0.449603,1,1
0.042564,1,0
0.226167,2,0
0.992624,2,1
0.345864,3,0
0.324766,3,0
0.152792,1,1
0.987144,1,1
0.230459,2,0
0.646827,3,0
0.042047,2,0
0.066472,2,0
0.716752,2,1
0.635168,2,0
0.680162,1,1
0.230970,2,0
0.984889,3,1
0.558375,3,1
0.969548,3,1
0.164171,3,0
0.405100,1,1
0.335686,1,1
0.755075,1,1
0.747571,2,1
0.486544,3,1
0.016148,2,0
0.175206,2,0
0.050266,2,0
0.847015,1,1
0.289772,2,0
0.117923,1,1
0.354172,2,1
0.077289,2,0
0.978857,2,1
0.315008,1,1
0.933067,3,1
0.682729,3,0
0.566107,2,0
0.475497,2,0
0.687380,1,1
0.686275,1,1
0.010521,2,0
0.907784,1,1
0.367963,2,0
0.353273,3,0
0.406591,3,0
0.685283,3,0
0.376018,1,1
0.373831,1,1
0.063465,3,0
0.416642,3,0
0.149478,1,0
0.855589,2,1
0.334511,2,0
0.960867,3,1
0.684528,3,1
0.756152,2,1
0.947751,3,1
0.238935,2,1
0.567291,3,0
0.040726,1,0
0.100759,1,0
0.366587,1,1
0.682502,1,1
0.831694,2,1
0.256404,2,0
0.749077,1,1
0.224291,3,0
0.006056,2,0
0.054413,2,0
0.585559,2,1
0.497148,3,0
0.270425,1,1
0.006548,3,0
0.568010,3,1
0.817607,2,1
0.068545,1,1
0.736474,3,1
0.634543,3,1
0.479355,2,0
0.048341,1,0
0.923571,3,1
0.477441,1,1
0.399607,1,1
0.861475,2,1
0.845578,1,1
0.727261,3,1
0.829360,3,1
0.124328,2,0
0.760916,1,1
0.328034,3,0
0.867495,1,1
0.370231,3,0
0.054304,1,0
0.414380,1,1
0.756777,1,1
0.500932,2,1
0.763634,2,1
0.035274,2,0
0.177164,2,0
0.563608,1,1
0.385314,2,1
0.680176,2,1
0.962554,2,1
0.659862,3,1
0.417363,3,0
0.542364,2,1
0.912826,3,1
0.672989,2,1
0.803179,3,1
0.301518,2,0
0.744321,2,1
0.139431,3,0
0.749776,1,1
0.881559,3,1
0.900232,3,1
0.116590,1,0
0.829882,1,1
0.109937,2,0
0.478397,1,1
0.682522,1,1
0.484249,2,1
0.339910,2,1
0.683821,2,1
0.660879,2,1
0.582893,2,1
0.528429,2,1
0.705740,1,1
0.403037,2,0
0.068768,3,0
0.537455,1,1
0.723456,2,1
0.299160,2,0
0.140751,3,0
0.911841,3,1
0.863750,2,1
0.618434,1,1
0.786607,2,1
0.968805,1,1
0.569259,1,1
0.244182,1,1
0.638812,2,1
0.914594,2,1
0.690148,2,1
0.026240,3,0
0.917133,2,1
0.753675,3,1
0.401831,2,0
0.987492,3,1
0.721679,2,1
0.825441,2,0
0.943167,3,1
0.039578,1,1
0.774420,3,1
0.386346,1,1
0.869075,2,1
0.878896,1,1
0.828618,2,1
0.779201,1,1
0.794283,3,1
0.296553,3,0
0.406528,3,0
0.115055,1,1
0.830592,2,1
0.646006,1,1
0.612717,2,0
0.246078,3,0
0.615036,1,1
0.454552,3,0
0.995269,1,1
0.863068,2,1
0.525983,1,1
0.808456,3,1
0.164505,2,0
0.101400,3,0
0.630651,3,1
0.726786,2,1
0.053056,3,0
0.200963,2,0
0.537268,2,1
0.062817,3,0
0.424053,3,0
0.482080,1,1
0.921810,2,1
0.315676,3,0
0.168668,1,1
0.007508,1,1
0.121608,1,0
0.750866,3,1
0.444922,2,0
0.198725,3,0
0.933028,2,1
0.787538,2,1
0.114365,1,0
0.268957,2,0
0.849441,1,1
0.692432,2,1
0.945545,1,1
0.076249,1,0
0.775411,3,1
0.076411,2,0
0.336662,3,0
0.750669,1,1
0.711010,1,1
0.002118,1,0
0.201943,1,1
0.778574,1,1
0.126148,2,0
0.326379,3,0
0.183890,2,0
0.111455,3,0
0.836626,3,1
0.061342,1,0
0.536050,2,1
0.692671,3,1
0.057590,2,0
0.633427,3,1
0.334066,2,0
0.833545,1,1
0.797660,2,1
0.793905,2,1
0.398663,2,0
0.822548,2,1
0.629982,2,1
0.378684,3,0
0.080670,3,0
0.066819,3,0
0.251402,1,0
0.299585,3,0
0.927528,1,1
0.999938,3,1
0.143674,2,0
0.942768,2,1
0.706540,1,1
0.498608,2,1
0.954687,1,1
0.713693,2,1
0.593655,3,0
0.209527,2,0
0.244444,2,0
0.911502,3,1
0.215039,3,0
0.032306,2,0
0.266227,2,0
0.480556,3,1
0.381965,3,0
0.935803,2,1
0.418574,2,1
0.889053,1,1
0.594663,1,1
0.524125,1,1
0.160196,1,0
0.271032,1,1
0.867167,2,1
0.779957,2,1
0.447423,3,0
0.909022,3,1
0.819179,2,1
0.112084,3,0
0.605930,2,1
0.798843,2,1
0.808344,2,1
0.091341,2,0
0.224611,2,0
0.413039,3,0
0.251631,1,0
0.108938,2,0
0.628800,1,1
0.507473,1,1
0.154990,2,0
0.586382,1,1
0.062015,3,0
0.383041,1,1
0.792518,1,1
0.890050,2,1
0.245235,3,0
0.859509,3,1
0.891758,1,1
0.606882,3,0
0.982178,2,1
0.246176,3,0
0.068974,3,0
0.843443,2,1
0.490931,1,1
0.346454,3,0
0.055233,1,1
0.064624,3,0
0.090716,2,0
0.183643,2,0
0.970401,3,1
0.281404,2,0
0.817047,1,1
0.019414,3,0
0.321815,2,0
0.906192,1,1
0.185041,1,0
0.284024,1,0
0.826515,2,1
0.121392,1,0
0.053183,2,0
0.965977,3,1
0.404792,2,0
0.657871,3,0
0.127116,1,1
0.220177,3,0
0.459981,1,1
0.675153,2,1
0.293248,1,1
0.884634,3,1
0.781144,1,1
0.551558,2,0
0.459211,3,0
0.619543,1,1
0.731663,3,1
0.134950,1,1
0.852641,2,1
0.489403,1,1
0.935344,3,1
0.955542,2,1
0.030717,3,0
0.384481,3,0
0.526223,1,1
0.539595,2,1
0.822393,2,1
0.141104,3,0
0.622483,1,1
0.942597,3,1
0.996691,2,1
0.010086,1,0
0.972567,1,1
0.122210,1,0
0.536951,2,1
0.246370,1,1
0.606391,3,1
0.037027,3,0
0.238333,1,1
0.300576,2,0
0.915607,2,1
0.583630,2,1
0.708210,1,1
0.676015,2,1
0.392288,1,1
0.014021,3,0
0.107021,3,0
0.458808,2,1
0.941295,1,1
0.248758,3,0
0.698319,3,1
0.826596,3,1
0.906785,3,1
0.293486,2,0
0.931283,3,1
0.607982,1,1
0.508407,1,1
0.778393,3,1
0.238713,1,1
0.812580,2,1
0.649963,3,0
0.799366,1,1
0.855722,1,1
0.617347,1,1
0.036735,1,0
0.297748,1,1
0.878020,1,1
0.626957,3,1
0.890056,1,1
0.384529,1,0
0.504727,3,1
0.862592,3,1
0.762031,1,1
0.377501,1,1
0.022630,3,0
0.880340,3,1
0.786357,3,1
0.449161,2,1
0.546240,2,1
0.204312,1,1
0.412101,2,0
0.163195,2,0
0.210570,2,0
0.846369,1,1
0.362472,2,0
0.814723,2,1
0.473900,2,0
0.070778,3,0
0.361527,2,0
0.158273,3,0
0.693576,3,1
0.911394,1,1
0.763076,1,1
0.778438,1,1
0.861867,1,1
0.776665,2,1
0.568573,1,1
0.714276,3,1
0.415955,2,1
0.070788,3,0
0.705580,3,1
0.721661,3,1
0.223723,2,0
0.953942,3,1
0.052511,1,0
0.735959,3,1
0.968478,1,1
0.309150,3,0
0.912465,3,1
0.826436,3,1
0.744109,1,1
0.953792,1,1
0.654057,3,1
0.494881,3,1
0.675681,1,1
0.411824,3,0
0.324887,3,0
0.082246,1,0
0.378009,3,0
0.803195,2,1
0.945436,2,1
0.975152,1,1
0.206526,3,0
0.571432,1,1
0.575748,1,1
0.176048,2,1
0.581628,1,1
0.362763,3,0
0.942406,3,1
0.255202,1,1
0.834961,3,1
0.896856,1,1
0.735872,1,1
0.214677,2,0
0.260369,1,1
0.971118,3,1
0.075829,1,0
0.117086,2,0
0.978570,2,1
0.776895,2,1
0.746384,1,1
0.160208,2,1
0.488939,3,0
0.840763,3,1
0.328871,2,1
0.192765,3,0
0.010945,1,1
0.622542,3,0
0.293810,1,1
0.863672,1,1
0.283518,1,1
0.151576,3,0
0.960448,1,1
0.964777,3,1
0.685024,2,1
0.928386,2,1
0.161834,2,0
0.460341,1,1
0.204159,1,0
0.478783,2,1
0.791178,1,1
0.844928,2,1
0.004164,1,0
0.389503,1,1
0.994069,1,1
0.589315,1,1
0.296196,1,0
0.388994,2,0
0.322564,3,0
0.447598,3,0
0.444487,3,0
0.506863,3,0
0.464506,1,1
0.516114,1,1
0.027989,1,0
0.054427,3,0
0.371144,1,0
0.884942,1,1
0.790832,1,1
0.110154,3,0
0.494831,2,1
0.604587,2,1
0.481189,3,0
0.697567,1,1
0.997263,3,1
0.096474,2,0
0.515534,3,0
0.512371,2,1
0.562379,1,1
0.166967,3,0
0.638358,2,1
0.044341,2,0
0.741123,3,1
0.663160,1,1
0.330424,1,0
0.988989,2,1
0.828778,1,1
0.539536,2,1
0.990510,2,1
0.830091,3,1
0.137977,1,0
0.591061,2,1
0.580858,3,0
0.652945,1,1
0.940757,1,1
0.492032,1,0
0.077381,3,0
0.479331,1,1
0.787794,2,1
0.358609,2,1
0.027105,1,0
0.303243,3,0
0.682150,2,1
0.086009,1,0
0.375965,2,1
0.133131,2,0
0.475929,1,1
0.141513,3,0
0.109037,2,0
0.697799,2,1
0.158002,2,1
0.154796,2,0
0.592519,3,0
0.043594,2,0
0.032993,3,0
0.431446,2,1
0.365095,1,1
0.544619,2,1
0.993485,1,1
0.434706,1,1
0.576058,1,1
0.919244,3,1
0.483179,2,1
0.781121,3,1
0.548653,3,0
0.637207,3,1
0.932502,1,1
0.000704,2,0
0.900940,3,1
0.497692,1,1
0.606764,1,1
0.450058,3,0
0.260919,2,1
0.066007,1,0
0.945126,1,1
0.623876,3,0
0.873471,2,1
0.290808,2,0
0.277999,2,1
0.335784,2,0
0.231038,2,0
0.497971,2,0
0.936242,3,1
0.876063,3,1
0.495100,1,1
0.348762,2,1
0.611688,2,1
0.612258,2,1
0.683764,1,1
0.535600,2,0
0.026755,1,0
0.076047,3,0
0.973775,2,1
0.746235,2,1
0.948247,3,1
0.339526,1,1
0.534949,3,0
0.321952,1,1
0.908935,2,1
0.287733,3,0
0.693811,1,1
0.175056,3,0
0.105251,2,0
0.155635,1,0
0.529455,3,0
0.844541,2,1
0.999280,3,1
0.622683,3,0
0.533604,3,1
0.786883,3,1
0.063744,2,0
0.809397,1,1
0.758380,3,1
0.529542,2,1
0.022987,3,0
0.202197,1,1
0.369713,3,0
0.941222,1,1
0.638489,2,1
0.510093,2,0
0.488426,3,0
0.779976,1,1
0.323630,2,0
0.094525,3,0
0.677043,1,1
0.329016,1,1
0.325593,3,0
0.454715,3,0
0.242734,3,0
0.921703,3,1
0.846970,3,1
0.991088,2,1
0.964549,2,1
0.314455,3,0
0.380598,1,1
0.698258,1,1
0.015846,1,0
0.993889,3,1
0.010843,1,0
0.531486,2,1
0.668700,3,0
0.914146,2,1
0.644136,3,1
0.596969,2,1
0.300359,2,1
0.590921,3,0
0.749702,1,1
0.515592,1,1
0.779635,3,1
0.069613,3,0
0.335377,1,1
0.959814,2,1
0.323444,3,0
0.621855,2,1
0.519885,2,1
0.936624,1,1
0.162772,1,1
0.299388,3,0
0.862377,3,0
0.666203,2,1
0.543049,3,0
0.394900,1,1
0.411315,2,0
0.934923,2,1
0.671076,1,1
0.929098,2,1
0.972186,2,1
0.547008,3,0
0.609889,2,1
0.656365,2,0
0.839169,1,1
0.659072,2,1
0.114647,1,1
0.942430,1,1
0.660934,3,1
0.869917,2,1
0.424738,3,0
0.474716,2,1
0.688856,2,1
0.776404,3,1
0.078459,3,0
0.407343,2,0
0.769856,2,1
0.992236,1,1
0.011642,3,0
0.264808,2,0
0.464849,3,0
0.222942,1,0
0.026922,2,0
0.539543,2,1
0.649399,1,1
0.416062,3,1
0.369878,1,0
0.985611,1,1
0.477529,2,1
0.798069,3,1
0.287174,2,1
0.830188,2,1
0.823700,2,1
0.267702,3,0
0.655855,2,1
0.682015,3,1
0.442616,2,1
0.773780,1,1
0.306885,2,0
0.484272,3,0
0.990152,2,1
0.178676,1,0
0.147783,3,0
0.142199,1,1
0.998109,1,1
0.159913,1,0
0.190239,3,0
0.694787,2,1
0.759497,3,1
0.527061,1,1
0.982669,1,1
0.038909,3,0
0.620821,1,1
0.606469,2,1
0.321245,1,1
0.899440,1,1
0.552882,3,0
0.246340,2,0
0.088359,1,0
0.107119,2,0
0.897329,1,1
0.250309,2,0
0.907005,1,1
0.120118,2,0
0.983935,1,1
0.833349,3,1
0.116229,3,0
0.086057,3,0
0.803437,3,0
0.078066,1,0
0.262181,3,0
0.801250,3,1
0.907580,2,1
0.767652,3,1
0.889893,1,1
0.559888,2,1
0.779611,1,1
0.344186,2,0
0.785214,2,1
0.679741,2,1
0.574830,3,0
0.992301,1,1
0.469780,1,1
0.619247,2,1
0.509906,2,1
0.260511,3,0
0.330365,1,1
0.978786,1,1
0.392110,1,1
0.679406,2,0
0.567097,3,0
0.889805,2,1
0.757690,3,1
0.080651,1,0
0.355442,3,0
0.711914,2,1
0.161357,3,0
0.503439,2,1
0.317769,1,1
0.064754,2,0
0.997146,2,1
0.929365,1,1
0.747526,2,1
0.201026,1,1
0.988526,3,1
0.630792,1,1
0.966075,3,1
0.042579,1,0
0.173471,2,0
0.677247,1,1
0.907180,2,1
0.175782,3,0
0.317098,3,0
0.588177,2,1
0.999661,1,1
0.799665,2,1
0.923563,3,1
0.675013,3,1
0.877371,1,1
0.507045,3,0
0.124159,3,0
0.709557,1,1
0.601475,3,0
0.485350,2,0
0.274991,2,1
0.784203,1,1
0.820410,1,1
0.364186,1,0
0.927767,1,1
0.369742,1,1
0.107562,3,0
0.166528,2,0
0.494515,1,1
0.079863,2,0
0.718413,1,1
0.795096,3,1
0.549468,2,1
0.893348,3,1
0.954286,2,1
0.447581,1,1
0.089127,3,0
0.231264,1,0
0.657616,3,1
