mastery,trend,attempts_count,at_risk
0.869453,0.017728,47,0
0.380569,-0.003738,3,0
0.160737,0.086457,17,1
0.368418,0.127178,19,0
0.062210,-0.283070,6,1
0.035571,0.085620,49,1
0.824895,-0.094120,45,0
0.852766,0.115285,16,0
0.647323,0.225698,50,0
0.856715,0.056874,27,0
0.935467,-0.209176,46,0
0.686437,0.139356,38,0
0.911638,0.151666,49,0
0.919582,0.022940,4,0
0.274462,-0.144269,23,1
0.949942,0.022865,12,0
0.983844,0.015442,22,0
0.279758,-0.267009,8,1
0.627452,-0.089288,25,1
0.220199,0.236373,40,1
0.393755,0.096883,33,0
0.624059,0.088703,27,0
0.037438,0.162702,7,1
0.646415,0.095748,48,0
0.486042,0.183126,48,0
0.123773,-0.202506,14,1
0.684592,0.123940,34,0
0.942469,0.121889,4,0
0.002251,0.053205,25,1
0.437757,0.098552,34,0
0.126141,-0.253074,31,1
0.207007,-0.183966,14,1
0.491607,0.154625,24,0
0.291304,0.074046,18,1
0.649164,0.137031,21,0
0.264038,0.131505,33,1
0.776249,-0.258720,41,1
0.183471,-0.243546,22,1
0.907246,0.169369,16,0
0.400148,0.243104,33,0
0.055459,0.180496,18,0
0.099721,-0.188871,19,1
0.532949,-0.009536,19,0
0.911033,-0.105402,11,0
0.515343,0.112097,4,1
0.450178,0.135486,12,0
0.772799,-0.292284,12,0
0.226794,-0.206967,5,1
0.676642,-0.184825,20,1
0.218271,0.030354,11,0
0.845333,-0.060427,44,0
0.881333,-0.021688,10,0
0.194577,-0.015599,43,1
0.143572,0.011070,12,1
0.723341,-0.201230,3,1
0.652846,-0.244663,4,1
0.621655,-0.069539,33,0
0.509387,-0.298467,35,1
0.129061,-0.008651,8,1
0.719478,-0.080885,33,0
0.162327,0.195860,40,0
0.542840,0.001691,4,0
0.346616,-0.231021,35,1
0.331649,-0.085532,46,1
0.832261,-0.071833,31,0
0.456215,0.022904,17,1
0.493459,0.256882,27,0
0.896192,0.184311,26,0
0.558447,0.191049,26,0
0.801305,0.207522,12,0
0.862869,-0.096142,7,0
0.695182,-0.290433,14,1
0.144030,-0.006196,16,1
0.119257,-0.175126,46,1
0.434225,0.247088,8,0
0.063188,-0.088315,14,1
0.300717,0.273470,27,0
0.208470,0.287287,5,0
0.038648,0.199040,24,0
0.399131,0.025308,11,0
0.249080,0.065547,8,0
0.101948,-0.194291,19,1
0.730298,0.011458,7,0
0.912579,0.148380,5,0
0.620760,-0.118171,3,0
0.929322,-0.290094,26,0
0.166461,-0.253563,49,1
0.768089,-0.091152,13,0
0.408608,-0.003784,23,0
0.489530,-0.081389,22,0
0.664283,-0.149758,29,1
0.783542,0.206453,41,0
0.059818,-0.051281,27,1
0.388181,-0.284832,3,1
0.764980,0.004679,50,0
0.534950,-0.197287,28,1
0.341690,-0.171089,31,1
0.040531,-0.225252,29,1
0.007363,-0.234485,8,1
0.425102,-0.267514,40,1
0.483592,-0.069645,36,1
0.229199,0.208692,24,0
0.799625,0.045547,26,0
0.723457,-0.078235,45,0
0.188186,-0.069437,42,1
0.187994,0.079278,19,1
0.864848,0.225386,6,0
0.919141,-0.174352,27,0
0.984555,0.093063,27,0
0.686390,-0.147115,31,0
0.928922,0.002984,38,0
0.148503,0.218197,15,0
0.155709,0.188127,21,0
0.041537,0.269880,24,0
0.538526,0.287739,10,0
0.221274,-0.274200,4,1
0.568812,0.163320,26,0
0.007682,-0.020992,30,1
0.528959,-0.128401,30,1
0.888911,0.116273,22,0
0.725913,-0.073862,47,0
0.367007,0.270526,3,0
0.068244,-0.232984,40,1
0.245128,0.232330,3,0
0.503358,-0.077470,39,0
0.257365,-0.147992,40,1
0.776394,-0.203324,44,0
0.935170,-0.084057,28,0
0.176217,0.298243,24,0
0.005577,-0.139784,38,1
0.084072,0.117269,8,1
0.802856,0.028702,43,0
0.053708,-0.277624,15,1
0.746306,0.226811,6,0
0.405208,0.026837,37,0
0.426064,-0.268230,9,1
0.730771,0.093033,14,0
0.320030,0.297195,44,0
0.810491,0.192129,15,0
0.094361,0.146291,7,1
0.718658,0.233078,4,0
0.903681,-0.116140,35,0
0.164253,-0.208348,39,1
0.554859,-0.132746,15,1
0.640978,0.010010,6,0
0.132761,0.025926,28,1
0.543259,0.270747,20,0
0.252296,-0.238519,39,1
0.753578,0.270135,30,0
0.568022,-0.145787,29,0
0.410567,0.239768,36,0
0.742531,0.029839,17,0
0.731823,-0.070810,38,0
0.210476,-0.229019,29,1
0.025619,-0.065158,26,1
0.248291,-0.202302,14,1
0.882586,-0.097160,25,0
0.396838,-0.114839,34,1
0.201461,0.038501,37,1
0.368862,0.208239,29,0
0.383153,-0.129919,41,1
0.454071,-0.285622,31,1
0.450030,0.170175,48,0
0.298092,-0.025708,26,1
0.299484,-0.214490,40,1
0.799753,-0.041556,31,0
0.663029,-0.005066,29,0
0.679396,0.048891,25,0
0.190517,-0.095954,44,1
0.991862,-0.234199,18,0
0.086927,-0.205191,5,1
0.682529,-0.051233,24,0
0.743417,0.215271,42,0
0.267176,-0.126496,13,1
0.077092,-0.230262,45,1
0.737404,0.048151,3,0
0.565564,0.206188,24,0
0.965628,0.053698,46,0
0.727688,-0.056748,10,0
0.929683,0.229913,35,0
0.634296,0.122800,12,0
0.498011,-0.263709,47,1
0.944735,0.016830,32,0
0.818846,0.145338,18,0
0.035053,-0.037338,21,1
0.583048,-0.017593,27,0
0.149417,-0.188575,15,1
0.947985,-0.199283,36,0
0.675878,0.167267,16,0
0.451349,-0.198031,19,1
0.959871,-0.253812,35,0
0.336352,0.215204,9,0
0.444146,0.054017,22,0
0.399060,-0.245916,10,1
0.131865,-0.037784,9,1
0.149887,-0.295991,32,1
0.591007,-0.066033,21,0
0.069529,-0.260665,6,1
0.931083,0.245409,21,0
0.327642,-0.075811,30,1
0.320964,0.219698,28,0
0.139681,-0.084282,32,1
0.350953,0.208469,41,0
0.691149,-0.113198,38,1
0.957326,0.288453,5,0
0.192587,-0.293018,49,1
0.177597,0.002019,13,1
0.139015,0.203204,43,1
0.573992,-0.089401,17,0
0.116933,-0.001440,4,1
0.088124,-0.044097,47,0
0.743934,0.247327,5,0
0.793180,0.158859,5,0
0.314564,0.033678,49,0
0.581463,0.210910,38,0
0.742375,-0.247034,42,1
0.048955,-0.018468,34,1
0.634701,0.174176,36,0
0.286197,-0.059139,28,1
0.409117,0.270597,39,0
0.356227,0.078350,13,0
0.718341,-0.200677,17,0
0.468776,-0.003949,47,0
0.760068,-0.032928,11,0
0.315003,-0.294975,18,1
0.541275,-0.148731,39,0
0.906991,-0.193989,4,0
0.438077,0.195526,5,0
0.576304,0.038251,21,0
0.670505,-0.228700,4,0
0.912312,0.166479,17,0
0.636135,-0.156423,23,0
0.612394,0.010195,45,0
0.833526,-0.210475,5,1
0.991829,0.204086,18,0
0.898935,-0.156986,35,0
0.124879,-0.103560,47,1
0.676449,0.083189,43,0
0.328576,-0.088273,47,1
0.414468,-0.266023,29,1
0.645345,-0.125511,20,1
0.145113,0.040517,26,1
0.692679,0.083705,17,0
0.293504,0.136985,25,0
0.819233,-0.153615,42,1
0.371696,0.288049,44,0
0.049962,-0.239755,30,1
0.598781,-0.011135,42,0
0.749780,-0.088257,14,0
0.616704,-0.137759,18,0
0.778783,0.224239,39,0
0.804127,0.105668,23,0
0.042259,0.000751,3,1
0.001847,-0.053512,46,1
0.224310,0.107707,46,0
0.224711,0.268409,14,0
0.562949,0.074626,17,0
0.229099,-0.190548,5,1
0.364847,0.056498,41,1
0.453660,0.210325,26,0
0.600827,0.051455,29,0
0.996744,0.039591,11,0
0.688507,0.227458,15,0
0.265791,-0.106057,14,1
0.350798,0.217899,12,0
0.043657,0.207527,37,1
0.419524,-0.277801,19,1
0.589138,0.243304,28,0
0.949432,0.219504,44,0
0.267944,-0.111047,30,1
0.243502,-0.107710,3,1
0.017234,0.130512,26,1
0.574663,-0.114933,24,1
0.995870,-0.118270,17,0
0.371092,0.118815,36,0
0.497847,-0.151074,49,1
0.058237,0.071502,9,1
0.571087,-0.120442,18,1
0.210071,-0.295205,31,1
0.015458,-0.073494,20,1
0.683845,-0.033403,29,0
0.147740,-0.230701,24,1
0.101151,0.000491,29,1
0.228173,-0.085873,28,1
0.137537,0.146104,19,1
0.622864,0.060782,49,0
0.267066,0.068563,6,1
0.670991,0.054175,12,0
0.545972,-0.190196,35,1
0.353633,0.092084,45,0
0.193477,0.241580,40,0
0.672737,0.109661,20,0
0.524430,0.012625,9,0
0.720850,0.122716,22,0
0.506125,0.018308,30,1
0.802067,-0.246518,6,1
0.549741,0.066664,26,0
0.813342,0.067292,24,0
0.549719,-0.118302,34,1
0.961743,-0.033940,35,0
0.853192,0.252945,21,0
0.254117,0.217643,28,0
0.728143,-0.276488,21,1
0.131985,0.129316,35,0
0.911093,-0.155801,29,0
0.345546,-0.052042,25,1
0.477428,0.259852,6,0
0.020570,0.271317,4,0
0.867625,0.018271,40,0
0.948014,-0.261137,9,1
0.470501,-0.046255,4,0
0.187905,-0.092221,24,1
0.693794,-0.237753,3,1
0.296961,-0.224268,7,1
0.960006,0.219504,29,0
0.311156,0.212975,7,0
0.575723,0.215098,11,0
0.049445,-0.117110,11,1
0.989808,-0.039912,33,0
0.576160,-0.175307,47,1
0.975315,-0.281818,38,1
0.300719,0.249571,31,0
0.527160,0.219872,37,0
0.018387,0.177496,11,0
0.770822,-0.243259,32,0
0.166500,0.205799,7,0
0.425329,0.057465,8,1
0.670036,-0.235163,21,1
0.082122,0.159905,44,1
0.783625,-0.252350,39,1
0.805795,-0.090105,50,0
0.531296,0.108894,17,1
0.604961,-0.251359,33,1
0.094215,-0.028753,19,1
0.448812,-0.074323,50,1
0.841145,-0.224843,33,0
0.089313,0.049862,21,1
0.988709,0.107321,38,0
0.485917,0.259722,4,0
0.012792,0.189668,43,1
0.339905,-0.094121,20,1
0.500615,-0.157615,47,0
0.958988,-0.202705,32,0
0.705232,0.189918,18,0
0.581036,-0.050886,40,0
0.966516,-0.043476,11,0
0.294977,0.267247,18,0
0.379702,-0.008691,15,0
0.768214,0.031004,42,0
0.594484,0.232254,6,0
0.218994,0.283931,28,0
0.751065,0.165319,34,0
0.267211,-0.299657,7,1
0.558878,-0.044795,25,0
0.856239,-0.076789,16,0
0.275104,0.229843,5,0
0.761165,0.085636,30,0
0.861334,-0.075286,7,0
0.317148,0.069046,25,1
0.196609,-0.181964,36,1
0.865758,0.299588,11,0
0.466402,-0.219397,45,1
0.311355,-0.010382,45,1
0.010381,-0.097751,19,1
0.194006,0.154144,33,0
0.512708,0.070029,3,0
0.828974,0.254577,3,0
0.502300,0.129490,9,0
0.276466,0.251061,14,0
0.929135,-0.113913,6,0
0.369240,0.023256,22,0
0.162878,-0.277434,28,1
0.945345,0.043601,27,0
0.396431,0.293463,32,0
0.482410,0.259533,31,0
0.829823,-0.158519,28,0
0.287741,-0.271345,42,1
0.528720,0.269531,41,0
0.866286,-0.072363,6,0
0.256112,0.039250,30,0
0.894292,-0.127654,25,0
0.191480,0.066847,26,0
0.854395,0.036991,16,0
0.393470,-0.293079,13,1
0.548153,0.015472,28,0
0.551404,0.043545,44,0
0.204911,0.165830,29,0
0.172995,0.029116,24,0
0.711418,-0.263189,33,0
0.825418,-0.063834,38,0
0.136944,0.220265,28,0
0.751541,-0.070229,19,1
0.326912,0.187896,15,0
0.594429,0.297899,42,0
0.534634,0.096431,35,0
0.743381,-0.298296,29,1
0.541925,0.240668,18,0
0.093417,0.175937,47,0
0.279201,-0.164687,7,1
0.397923,0.073855,5,0
0.572021,-0.000814,39,1
0.169500,-0.073053,5,1
0.337432,0.082941,7,0
0.063214,-0.230119,8,1
0.322563,-0.194284,9,1
0.512200,-0.113719,3,1
0.936451,-0.259617,49,0
0.177741,-0.199016,40,1
0.027620,-0.104439,24,1
0.377194,0.148539,26,0
0.607589,-0.151098,22,0
0.607632,0.232502,7,0
0.345554,0.107606,43,0
0.037608,-0.111754,37,1
0.918911,0.046913,24,0
0.501783,0.005824,12,1
0.776527,0.030723,23,0
0.396902,-0.158160,14,1
0.831431,-0.008729,29,0
0.784688,0.277943,28,0
0.095291,-0.099858,20,1
0.051266,0.119570,36,1
0.149503,-0.179642,24,1
0.822842,0.044634,23,0
0.269522,-0.238012,11,1
0.395785,-0.280895,26,1
0.578381,0.072834,22,0
0.651879,0.061684,14,0
0.426358,-0.063759,43,1
0.449165,-0.138396,7,1
0.328131,0.120727,42,0
0.094032,0.156189,27,1
0.148316,0.112231,41,0
0.889899,0.154732,10,0
0.974851,0.043975,15,0
0.825454,-0.232031,37,0
0.305798,-0.172399,9,1
0.178350,0.285492,6,0
0.509191,0.144827,28,0
0.094610,0.094726,42,1
0.914963,-0.209487,7,0
0.768004,0.286767,27,0
0.973614,-0.252911,19,1
0.855910,0.237522,26,0
0.408811,-0.066171,40,0
0.314216,-0.056504,19,0
0.834213,-0.108834,49,1
0.587899,-0.242732,13,1
0.878691,-0.207341,20,1
0.325198,-0.129122,48,1
0.546466,-0.205453,29,1
0.462337,0.137133,35,0
0.183242,-0.163377,46,1
0.541074,-0.254945,26,1
0.083403,-0.135626,8,1
0.374997,0.139779,34,0
0.533429,-0.188585,48,1
0.145241,-0.178876,22,1
0.753650,0.049782,29,0
0.190812,-0.143611,46,1
0.728544,-0.049652,34,0
0.023956,0.292394,18,0
0.688881,0.259846,34,0
0.400416,0.013830,46,0
0.790110,0.251819,14,0
0.561966,-0.168049,5,1
0.380043,0.128895,24,1
0.663802,0.112849,36,0
0.387907,0.298863,16,0
0.356201,-0.085132,30,1
0.425627,0.099967,8,0
0.710398,-0.012491,5,0
0.614941,-0.142875,8,0
0.916511,0.071344,9,0
0.000373,-0.138936,50,1
0.160953,0.145948,27,0
0.494020,-0.176156,43,1
0.669651,-0.043075,19,0
0.089636,-0.067142,4,1
0.294204,0.047677,6,1
0.988571,-0.039270,50,0
0.327645,-0.158782,46,1
0.380120,0.227261,34,0
0.238786,-0.271775,46,1
0.017439,-0.196596,47,1
0.285395,-0.003378,10,1
0.161057,0.170336,43,0
0.381024,0.067490,29,0
0.232441,0.185838,11,0
0.403859,0.069319,13,0
0.269455,0.085068,3,0
0.915608,0.149138,19,0
0.291386,-0.221284,20,1
0.188610,-0.246608,21,1
0.762032,0.135098,16,0
0.811746,0.036550,27,0
0.563006,0.110979,20,0
0.344855,0.012324,48,0
0.834219,-0.067813,11,0
0.669870,0.297247,25,0
0.381035,0.174931,49,1
0.391662,0.097073,4,0
0.002446,0.055389,27,1
0.057767,0.149979,36,1
0.134817,-0.277176,48,1
0.247279,-0.264865,9,1
0.926071,0.088134,7,0
0.821617,0.144597,11,0
0.040775,-0.297643,32,1
0.014919,0.189686,47,1
0.586004,-0.167370,35,1
0.376482,-0.143805,41,1
0.801775,0.182756,33,0
0.972881,0.011830,10,0
0.494257,0.124632,21,0
0.177408,0.182614,40,0
0.892773,0.091423,9,0
0.422205,-0.186616,17,1
0.417137,-0.143483,4,1
0.703919,-0.055557,27,1
0.369917,-0.147843,4,1
0.234845,0.250980,11,0
0.741697,0.255107,28,0
0.185840,-0.117444,26,1
0.039272,0.128230,21,1
0.497624,-0.235710,31,1
0.033936,-0.159584,11,1
0.790943,-0.263552,14,0
0.977405,-0.221093,47,0
0.948638,0.027942,14,0
0.148911,-0.282882,31,1
0.931987,-0.206862,9,0
0.111836,-0.059536,38,1
0.354409,-0.103421,44,1
0.084333,0.012064,49,1
0.822675,-0.229346,10,0
0.223743,0.226645,50,0
0.664900,0.272716,6,0
0.762688,-0.029963,5,0
0.380762,0.030563,43,1
0.789286,-0.229930,13,0
0.325587,0.066655,26,1
0.148229,0.011703,5,1
0.459854,0.236829,15,0
0.710320,-0.279049,32,1
0.039702,0.126026,26,1
0.806245,0.228862,6,0
0.255641,0.032161,5,1
0.681211,0.183354,41,0
0.114048,-0.049581,34,1
0.389455,0.112218,49,0
0.465048,0.102126,28,0
0.468444,-0.168781,5,0
0.273237,0.023018,33,1
0.529203,0.102179,30,0
0.277366,-0.194015,11,1
0.166533,0.214700,42,0
0.133344,0.061092,10,1
0.894711,0.231031,22,0
0.130644,0.111624,10,1
0.395192,0.205883,15,1
0.251901,-0.154062,31,1
0.616046,-0.258177,40,1
0.345758,0.283881,32,0
0.286316,-0.264453,28,1
0.969011,0.193651,11,0
0.996746,0.055667,13,0
0.132620,0.037892,29,1
0.692786,-0.282977,5,1
0.889838,-0.193538,32,0
0.970839,0.258855,6,0
0.298099,0.134879,32,0
0.784433,-0.191656,22,0
0.327735,-0.144485,38,1
0.621596,-0.037680,47,1
0.512963,0.293680,27,0
0.707493,0.112231,43,0
0.912703,0.220827,42,0
0.112776,0.028223,17,1
0.222838,0.186936,19,1
0.585751,0.177959,48,0
0.357215,-0.054345,30,1
0.557858,0.024609,18,0
0.782787,0.283535,37,0
0.699488,0.080833,47,0
0.766587,0.043841,6,0
0.161187,-0.027495,11,1
0.030364,0.248504,36,1
0.871727,-0.089709,50,0
0.451522,0.212117,5,0
0.635675,-0.265706,7,1
0.072942,0.167837,30,0
0.707722,0.063066,33,0
0.101658,-0.152614,49,1
0.787341,0.100996,17,0
0.060718,0.038651,36,1
0.083201,0.102102,34,1
0.343300,0.296179,24,0
0.212021,-0.173440,22,1
0.984448,-0.259925,18,0
0.451321,-0.116841,16,1
0.468842,-0.082291,48,1
0.046478,0.092111,30,1
0.491391,0.105711,27,0
0.063952,-0.175220,20,1
0.628113,0.110758,34,0
0.981558,0.136178,20,0
0.329579,-0.177693,7,1
0.808042,-0.011641,43,0
0.965502,0.251818,4,0
0.967966,0.166354,47,0
0.745923,-0.278988,39,1
0.869982,-0.062048,5,0
0.351456,0.187151,50,0
0.583855,-0.250267,30,1
0.662886,0.186138,7,0
0.217374,-0.041550,27,1
0.313412,-0.283927,46,1
0.361429,-0.028934,47,1
0.065705,-0.298526,42,1
0.456549,0.190198,48,0
0.783349,-0.108943,39,0
0.649782,-0.119648,31,0
0.625135,-0.100524,25,1
0.605917,-0.130984,50,1
0.022529,0.147123,40,0
0.003296,0.009139,4,1
0.169120,-0.220342,24,1
0.913297,-0.216584,13,0
0.857120,0.097819,23,0
0.576793,-0.290554,9,1
0.385404,0.046829,20,0
0.963617,0.118439,43,0
0.065986,0.037302,9,0
0.097120,-0.047036,33,1
0.621014,0.152862,34,0
0.547518,-0.262159,10,1
0.981299,0.029558,42,0
0.802541,0.079041,46,0
0.938219,0.250250,8,0
0.721700,0.163296,10,0
0.926850,0.095032,18,0
0.686804,-0.227850,14,1
0.525678,0.035620,23,0
0.580034,-0.043891,15,0
0.901209,-0.019166,10,0
0.104665,-0.237063,4,1
0.565382,-0.264265,28,1
0.392263,-0.198006,27,1
0.662953,0.222751,47,0
0.603789,0.038744,3,0
0.399618,-0.160912,7,1
0.689310,0.091508,41,0
0.535988,-0.216782,4,1
0.187473,-0.011975,19,1
0.638060,-0.142233,33,1
0.026679,0.042279,17,1
0.822986,0.026575,33,1
0.906486,0.075801,47,0
0.077939,0.119031,39,1
0.256780,0.108531,41,0
0.126817,-0.126319,24,0
0.771827,0.052101,46,0
0.071051,-0.004339,36,1
0.541110,-0.174431,9,1
0.388212,0.118603,40,0
0.750868,0.205373,3,0
0.639131,0.238988,46,0
0.544188,-0.113109,27,0
0.503496,0.104255,34,0
0.775021,0.092229,46,0
0.477216,0.190985,10,0
0.419807,0.199365,40,0
0.025317,0.224877,25,0
0.268558,-0.022816,26,0
0.369868,0.233136,50,0
0.578757,-0.089898,14,1
0.673203,-0.058034,9,0
0.962696,0.099421,50,0
0.276694,0.261708,44,0
0.544415,0.127741,50,0
0.756039,-0.106687,42,0
0.310522,-0.206333,8,1
0.548528,0.260003,32,0
0.418543,-0.241460,13,1
0.397249,-0.186150,19,1
0.062682,-0.280222,16,1
0.024236,0.032101,40,1
0.295368,0.018350,16,1
0.912288,-0.083176,36,0
0.192772,-0.044813,39,1
0.063001,-0.161220,7,1
0.620210,-0.057297,36,0
0.958542,-0.193302,16,0
0.057168,0.115575,11,1
0.745457,0.269019,26,0
0.108500,0.275378,39,0
0.135333,-0.188996,38,1
0.936083,0.035412,13,0
0.701210,0.201991,15,0
0.559300,-0.250882,4,1
0.164651,-0.078510,4,1
0.559055,-0.192229,37,1
0.062272,0.110718,34,0
0.394430,-0.214543,32,1
0.704451,0.117543,40,0
0.568326,0.038605,37,0
0.675165,0.117901,13,0
0.115842,-0.105838,5,1
0.758598,-0.298236,46,1
0.956282,-0.073800,26,0
0.907526,0.254060,44,0
0.087935,0.106204,36,1
0.098596,-0.182985,4,1
0.513365,0.240948,45,0
0.524061,0.161158,34,0
0.857126,-0.187975,42,1
0.368878,0.128519,18,1
0.514477,0.004498,39,0
0.203698,-0.232050,33,1
0.946594,0.209773,5,0
0.120923,0.102171,22,1
0.904073,0.251919,3,0
0.890684,-0.006689,36,0
0.050480,-0.066814,25,1
0.775417,0.026631,11,0
0.337524,-0.079922,47,0
0.224705,0.240919,13,0
0.402439,-0.294077,38,1
0.923933,-0.211204,45,1
0.398905,-0.214740,49,1
0.242705,-0.178547,21,1
0.524594,0.244015,12,0
0.409622,0.040215,42,1
0.019013,-0.211228,29,1
0.186296,-0.202345,40,1
0.017231,-0.038630,20,1
0.522194,0.196672,42,0
0.641327,-0.088732,19,0
0.718332,0.136996,48,0
0.207903,0.037639,26,1
0.805014,0.050350,9,0
0.411036,-0.073888,24,1
0.049181,-0.296886,46,1
0.927698,-0.211189,21,0
0.693444,0.145779,9,0
0.562555,-0.153316,11,1
0.040213,-0.016799,19,1
0.013976,-0.166157,35,1
0.564835,-0.214585,36,0
0.878787,-0.171329,28,0
0.647461,0.157247,23,0
0.005541,0.156013,23,0
0.638020,0.157243,40,0
0.348609,-0.115705,8,1
0.122031,0.251305,45,0
0.811556,0.287441,39,0
0.576451,0.118814,25,0
0.724229,-0.067360,9,0
0.165066,0.230350,27,0
0.116127,0.100041,22,1
0.514510,0.097988,31,0
0.527869,-0.041585,5,1
0.582054,0.196894,36,0
0.744234,0.054374,20,0
0.663598,0.212236,50,0
0.676256,0.095342,9,0
0.174998,0.142257,17,1
0.418108,0.206430,42,0
0.599978,-0.083989,13,1
0.518644,-0.145987,16,1
0.304235,-0.275757,23,1
0.944270,0.010341,27,0
0.140192,-0.244936,4,1
0.974633,0.052690,37,0
0.782062,-0.141062,48,0
0.596178,0.044661,35,0
0.127472,-0.119957,16,1
0.563908,0.160375,6,0
0.087939,0.092715,8,1
0.931928,0.173613,49,0
0.285605,-0.193854,25,1
0.399516,-0.171969,16,0
0.636774,0.170407,22,0
0.018745,0.247811,19,1
0.541939,0.199736,15,0
0.714838,0.229371,32,0
0.207265,0.296901,48,0
0.154011,-0.047183,33,1
0.487651,-0.083767,16,1
0.536558,0.149266,6,0
0.439055,0.077384,43,0
0.295607,-0.235468,8,1
0.409832,0.056268,45,1
0.312293,0.201599,29,0
0.249661,-0.055755,10,1
0.472115,-0.280493,3,1
0.395644,0.172269,10,0
0.435391,-0.073186,11,0
0.000231,-0.071861,25,1
0.692703,-0.156617,27,0
0.046874,0.075381,27,1
0.206702,0.177380,9,0
0.803452,0.153905,26,0
0.984152,-0.266882,13,1
0.991478,-0.121599,41,0
0.592230,-0.224613,26,1
0.259414,-0.094904,37,1
0.834834,-0.069600,18,0
0.650326,0.164075,14,0
0.986194,0.291247,10,0
0.549102,-0.071626,25,0
0.526171,-0.158946,33,1
0.043795,-0.249407,22,1
0.194402,-0.122648,22,1
0.666922,-0.256004,21,0
0.993773,-0.243577,23,0
0.475626,0.146692,9,0
0.029095,0.056288,37,1
0.399535,0.252132,19,0
0.126312,0.017815,15,1
0.959720,0.284689,32,0
0.141312,-0.213050,41,1
0.117862,-0.139960,43,1
0.457763,-0.069988,20,0
0.541913,-0.184664,48,0
0.717299,-0.049987,46,0
0.367982,0.285680,35,0
0.896987,0.004421,3,0
0.598603,-0.124302,33,0
0.047274,-0.260004,30,1
0.034166,-0.077605,35,0
0.468773,-0.246208,43,1
0.439428,-0.215842,4,1
0.452373,0.064227,9,0
0.057190,-0.252597,4,1
0.053273,0.003406,20,1
0.060767,0.138144,45,0
0.733929,0.090520,45,0
0.601457,0.133647,37,0
0.136464,-0.063009,33,1
0.430991,-0.214543,9,1
0.942938,-0.280991,13,1
0.069139,0.253531,5,0
0.189152,-0.073101,21,1
0.389615,-0.218264,49,1
0.235906,-0.216063,14,1
0.158532,-0.290919,25,1
0.973334,-0.103711,46,0
0.766435,-0.180408,45,0
0.729174,0.136822,41,0
0.932306,-0.255928,33,0
0.187044,-0.083994,28,1
0.889728,-0.085543,5,0
0.982674,-0.257472,37,0
0.586317,0.104591,15,0
0.903236,-0.253112,39,0
0.816122,-0.169136,7,1
0.317885,-0.032175,42,0
0.332344,-0.290272,19,1
0.675815,0.234627,5,0
0.552136,-0.155853,17,1
0.384941,-0.295707,6,1
0.047053,-0.138728,40,1
0.022948,-0.202857,49,1
0.097988,-0.145487,34,1
0.404143,0.126938,17,0
0.027410,-0.243855,18,1
0.148172,-0.107117,3,1
0.968073,-0.079627,11,0
0.450578,-0.259970,12,1
0.933251,-0.223681,15,0
0.189960,0.185852,42,0
0.358528,0.224538,24,0
0.671210,-0.019198,25,0
0.989872,-0.237245,44,0
0.699841,0.251625,43,0
0.902207,-0.040377,36,0
0.049120,-0.165515,21,1
0.303824,-0.073238,25,1
0.882793,0.079651,33,0
0.523216,-0.187438,26,1
0.169865,-0.007586,19,1
0.169802,0.200425,3,0
0.758656,-0.074352,16,0
0.157959,0.139085,23,0
0.497670,-0.065716,12,1
0.181290,0.130682,20,1
0.208284,-0.178304,28,1
0.397284,0.146351,36,0
0.118084,-0.102677,9,0
0.659330,-0.259936,4,1
0.166122,0.034994,14,0
0.752014,0.280360,11,0
0.521308,0.055390,25,0
0.346495,-0.108229,35,1
0.614241,0.201811,16,0
0.407622,0.193107,21,0
0.082497,-0.201912,42,1
0.309106,-0.078702,43,1
0.524672,-0.251431,14,1
0.104247,0.248502,30,0
0.732350,0.223012,34,0
0.356456,-0.172572,30,1
0.204788,-0.043182,8,1
0.008051,0.292742,25,0
0.084930,-0.167068,31,1
0.237280,-0.069914,47,1
0.366969,-0.196106,7,1
0.153309,-0.110895,17,1
0.544984,0.223193,32,0
0.194394,-0.072255,47,1
0.954664,-0.267596,37,0
0.564799,-0.138067,50,1
0.796622,-0.093707,14,0
0.421823,0.041537,46,0
0.204881,-0.295027,38,1
0.449555,-0.197472,35,1
0.412319,0.183144,11,0
0.623658,-0.221596,48,0
0.910620,-0.060072,6,0
0.237224,-0.112430,32,1
0.096548,0.139140,4,1
0.715298,0.243291,44,0
0.000392,0.161321,3,1
0.794603,-0.132490,15,0
0.727888,0.002299,4,0
0.825804,0.286226,31,0
0.090624,0.114812,44,0
0.203710,-0.246243,24,1
0.551651,0.160582,31,0
0.327298,0.093155,29,0
0.845831,-0.060059,47,0
0.458337,0.177440,24,0
0.429485,-0.260715,40,1
0.184752,-0.142994,28,1
0.562026,-0.010653,43,1
0.345948,-0.185525,50,1
0.450531,-0.106726,40,1
0.271295,-0.049989,6,1
0.608850,0.159957,50,0
0.838063,0.103312,28,0
0.020555,0.120375,42,1
0.230916,0.161697,20,1
0.677348,-0.021008,22,0
0.706639,0.000597,50,0
0.294276,-0.206904,30,1
0.286183,-0.186532,49,1
0.746812,-0.008088,40,0
0.558359,0.095819,40,0
0.388948,-0.029074,21,0
0.055425,-0.082716,42,1
0.653018,-0.146234,6,0
0.292944,-0.111995,37,1
0.577093,0.075464,49,0
0.722382,0.118863,28,0
0.463273,-0.295179,36,1
0.253275,-0.221683,8,1
0.214152,0.054331,36,0
0.704920,0.299941,46,0
0.891543,-0.182311,43,0
0.979975,-0.250203,18,0
0.803270,-0.087432,19,0
