initial_mastery,aptitude,attempts_to_mastery
0.105671,0.757593,20.600
0.624819,0.844750,9.200
0.276729,0.739242,19.000
0.367246,0.531494,86.800
0.239068,0.940091,9.600
0.626084,0.820726,6.200
0.330721,0.675661,29.600
0.207471,0.609227,60.600
0.464796,0.798919,13.300
0.223278,0.611535,33.700
0.256414,0.556847,67.000
0.503677,0.878221,9.400
0.675532,0.608113,36.600
0.552886,0.579785,66.000
0.174485,0.741849,19.600
0.287534,0.912971,10.200
0.577819,0.814124,8.200
0.265088,0.517441,101.000
0.544042,0.909396,7.300
0.383075,0.697704,23.400
0.630645,0.814501,9.900
0.315489,0.603265,54.200
0.660743,0.645973,17.700
0.344461,0.935842,8.900
0.535741,0.677127,30.000
0.217117,0.608525,60.100
0.418474,0.821623,14.100
0.286081,0.691066,31.800
0.107636,0.875446,12.100
0.362364,0.840270,9.200
0.203498,0.925600,10.200
0.675151,0.883805,4.200
0.585153,0.901775,6.000
0.543715,0.945477,6.600
0.371999,0.620114,45.800
0.255463,0.758946,21.200
0.294618,0.879574,9.200
0.222618,0.551051,103.500
0.431133,0.713522,20.500
0.586766,0.752118,12.000
0.212447,0.949023,10.000
0.102728,0.554278,67.600
0.175364,0.792942,16.100
0.376559,0.686991,23.700
0.111158,0.631863,48.200
0.341961,0.585116,73.000
0.166695,0.812490,13.800
0.164660,0.826628,18.900
0.527567,0.831063,10.300
0.699698,0.692586,21.100
0.216689,0.519223,86.900
0.237753,0.689345,22.600
0.277851,0.702492,23.700
0.571066,0.719197,21.900
0.403536,0.576438,79.300
0.442406,0.904083,12.500
0.427904,0.633836,47.500
0.662423,0.785727,10.800
0.120912,0.729173,17.100
0.194749,0.883306,11.900
0.329268,0.914809,10.900
0.392819,0.576327,91.400
0.168362,0.717640,22.500
0.635902,0.800749,10.200
0.506715,0.856843,11.200
0.659346,0.564863,48.100
0.664481,0.707691,11.300
0.407520,0.671162,22.300
0.611805,0.906602,7.400
0.542053,0.885586,9.100
0.316305,0.782233,18.100
0.494410,0.830656,7.900
0.671648,0.895600,5.500
0.558405,0.859940,6.300
0.525647,0.509591,65.900
0.233123,0.801166,12.700
0.598677,0.883834,5.800
0.333799,0.813918,16.400
0.474447,0.511744,85.600
0.506636,0.718605,15.800
0.409145,0.524261,98.100
0.199351,0.810140,15.100
0.518474,0.813747,10.900
0.248345,0.658529,39.300
0.259219,0.551444,62.800
0.176075,0.860991,12.500
0.471965,0.745501,13.200
0.170443,0.710119,27.200
0.307130,0.544428,79.100
0.633713,0.940907,5.400
0.371840,0.941703,9.400
0.636703,0.937375,4.700
0.395630,0.502712,109.800
0.207300,0.639138,46.200
0.555349,0.907801,6.000
0.312068,0.555617,80.500
0.679846,0.793780,5.000
0.257278,0.681699,25.600
0.593288,0.740461,11.000
0.396316,0.832437,12.200
0.605279,0.863720,8.100
0.209822,0.919238,9.400
0.480201,0.715273,21.700
0.167911,0.652891,33.300
0.583310,0.672394,19.900
0.241392,0.748407,19.600
0.356545,0.665424,43.500
0.493585,0.774835,16.400
0.386929,0.862638,10.900
0.567338,0.714523,19.600
0.512902,0.852420,12.300
0.178243,0.577895,56.200
0.564078,0.714866,15.500
0.354089,0.676096,26.300
0.458655,0.506943,96.300
0.229944,0.735129,21.000
0.353855,0.827975,12.600
0.590297,0.546116,80.600
0.655757,0.735714,10.000
0.663218,0.898783,5.600
0.520053,0.870159,10.200
0.147346,0.871305,14.800
0.365580,0.610969,53.200
0.215843,0.817043,14.100
0.518569,0.551737,75.900
0.196823,0.555787,77.100
0.686546,0.716620,16.700
0.216721,0.589949,53.100
0.131628,0.703677,23.300
0.606128,0.808157,11.500
0.221363,0.891057,11.200
0.114408,0.663152,30.300
0.428847,0.904563,9.800
0.681540,0.871098,5.700
0.260499,0.839582,12.900
0.345234,0.502301,103.700
0.242300,0.538163,57.700
0.434791,0.588956,36.900
0.293674,0.899071,11.000
0.454818,0.666159,27.600
0.386813,0.517050,86.100
0.657349,0.859255,11.400
0.502010,0.595606,54.000
0.509556,0.872930,10.500
0.391880,0.869992,9.800
0.281887,0.527974,104.400
0.288378,0.759948,15.900
0.402395,0.508268,102.400
0.215147,0.703204,30.400
0.179456,0.658210,22.400
0.323419,0.648294,38.800
0.178285,0.695810,21.600
0.238457,0.722982,19.700
0.421014,0.750573,16.400
0.574057,0.879689,6.900
0.234863,0.624739,40.300
0.574999,0.784919,8.400
0.109325,0.719759,27.100
0.698214,0.501267,74.500
0.410163,0.919837,9.500
0.385532,0.517178,93.900
0.490334,0.520032,119.100
0.385106,0.747978,16.800
0.344813,0.846097,12.200
0.322590,0.576924,73.000
0.686700,0.664832,22.200
0.616898,0.555153,45.000
0.401446,0.850695,11.400
0.601872,0.503054,103.200
0.189454,0.820926,12.300
0.417667,0.534631,63.800
0.370103,0.857307,13.200
0.294929,0.597448,61.500
0.651064,0.710813,14.300
0.599496,0.661120,28.800
0.644252,0.680009,16.300
0.481130,0.824319,13.900
0.325733,0.669504,38.900
0.554088,0.754326,11.500
0.165140,0.712291,18.200
0.611848,0.580162,36.400
0.117268,0.916576,11.300
0.590927,0.709054,18.100
0.522364,0.540286,75.000
0.153076,0.643458,35.600
0.188199,0.603219,30.600
0.371435,0.527604,110.100
0.279925,0.569866,55.800
0.620376,0.562630,64.000
0.215700,0.551594,77.100
0.350248,0.568774,97.600
0.256283,0.646434,41.800
0.176309,0.566152,64.300
0.255845,0.524409,75.900
0.615992,0.846899,7.400
0.529300,0.792944,9.100
0.648544,0.596397,38.100
0.343168,0.881019,10.600
0.244248,0.736698,22.200
0.115791,0.719509,18.600
0.397095,0.590194,66.800
0.123837,0.501892,116.300
0.102565,0.911181,11.900
0.462825,0.890733,10.600
0.198896,0.890076,14.700
0.435867,0.586935,78.100
0.444114,0.652172,39.300
0.534303,0.740907,12.600
0.329877,0.729825,19.200
0.523093,0.767933,11.000
0.319579,0.790498,12.500
0.158672,0.871003,11.100
0.285994,0.726478,19.100
0.104540,0.848068,11.600
0.377477,0.918514,7.700
0.544187,0.785830,14.200
0.570849,0.619767,26.000
0.239258,0.893449,11.700
0.163386,0.617814,33.200
0.211258,0.609772,41.800
0.690228,0.750641,8.800
0.287262,0.508108,119.200
0.357571,0.556821,58.600
0.145376,0.747171,20.400
0.573598,0.794709,8.700
0.369094,0.855024,10.400
0.152439,0.806085,16.000
0.383765,0.566843,54.800
0.527965,0.517568,86.500
0.383823,0.940677,8.800
0.681180,0.663715,13.500
0.622998,0.752127,13.200
0.408884,0.538436,70.000
0.664305,0.580017,59.600
0.586833,0.729853,10.400
0.320962,0.945594,8.900
0.562846,0.675097,26.000
0.403511,0.758711,19.800
0.423467,0.505655,108.900
0.412373,0.877323,11.500
0.582207,0.684859,20.000
0.651145,0.831515,9.200
0.291711,0.701472,26.700
0.485153,0.651951,34.800
0.477045,0.839173,8.400
0.632498,0.548762,79.100
0.368327,0.915452,9.400
0.214096,0.702586,26.300
0.221852,0.777223,19.000
0.130766,0.500128,115.200
0.160437,0.827478,12.500
0.280732,0.803608,17.400
0.161538,0.604035,63.700
0.622655,0.741606,12.900
0.317211,0.747228,20.100
0.321080,0.728454,24.200
0.554504,0.760965,15.600
0.280803,0.761006,20.700
0.529109,0.519373,88.100
0.593454,0.661127,16.500
0.316107,0.929093,8.800
0.386687,0.562097,50.700
0.293337,0.799803,15.500
0.353899,0.803611,17.100
0.448448,0.879882,8.800
0.309784,0.601543,50.200
0.378480,0.612030,47.100
0.397734,0.695401,22.400
0.114702,0.600204,51.200
0.198189,0.939759,10.200
0.424825,0.609157,42.500
0.101590,0.525803,91.100
0.522516,0.742915,13.400
0.643279,0.760941,13.700
0.552741,0.708751,17.700
0.288491,0.903699,10.300
0.369905,0.613903,47.100
0.490430,0.704597,15.700
0.508262,0.501929,141.000
0.686498,0.714839,7.500
0.395789,0.773154,12.700
0.249721,0.717051,29.900
0.317315,0.949248,8.000
0.653466,0.904866,5.600
0.479626,0.578320,50.000
0.618551,0.796537,7.200
0.534451,0.944916,6.400
0.679258,0.601894,23.600
0.400738,0.888178,10.100
0.669943,0.725331,11.200
0.631534,0.689329,12.900
0.605857,0.764229,9.500
0.663456,0.657547,14.900
0.415323,0.905461,9.600
0.545697,0.742888,19.300
0.433201,0.606187,38.400
0.565757,0.793315,11.300
0.558251,0.610051,28.600
0.555043,0.733065,16.400
0.357069,0.754021,15.400
0.577773,0.848279,9.000
0.625894,0.509197,70.200
0.481753,0.815498,10.000
0.372792,0.572252,72.200
0.611949,0.857465,9.700
0.567070,0.757553,12.700
0.381760,0.778056,16.700
0.447921,0.642332,27.400
0.511495,0.908260,7.600
0.512993,0.521052,84.900
0.286622,0.820767,16.500
0.275615,0.877316,9.800
0.632408,0.587529,37.600
0.662207,0.762827,8.200
0.341239,0.597461,61.000
0.648026,0.895573,7.400
0.382415,0.718084,23.800
0.200321,0.793125,17.500
0.539728,0.690456,46.900
0.127531,0.864899,14.600
0.168350,0.562283,48.100
0.664603,0.928306,4.600
0.410573,0.536145,80.800
0.259826,0.861735,12.200
0.388246,0.712497,24.600
0.446907,0.586713,64.000
0.483349,0.804270,10.400
0.308933,0.922131,9.200
0.332442,0.878670,10.000
0.429858,0.738242,18.000
0.475999,0.850537,8.400
0.652814,0.928787,6.100
0.335366,0.691234,29.900
0.624812,0.651396,34.900
0.695931,0.846786,6.300
0.303402,0.551571,67.100
0.116371,0.670309,41.600
0.462623,0.762208,16.900
0.642189,0.928942,4.600
0.132033,0.566020,45.800
0.218290,0.710302,32.600
0.505690,0.527291,97.800
0.585792,0.857855,7.800
0.151984,0.876639,12.400
0.318243,0.648484,28.900
0.243243,0.919353,10.600
0.678926,0.801459,8.400
0.509481,0.643447,27.200
0.385383,0.904101,8.100
0.617411,0.872187,7.600
0.422597,0.776985,14.100
0.646800,0.849261,10.000
0.243285,0.611455,35.700
0.116403,0.584732,66.500
0.357243,0.813090,12.500
0.222566,0.524596,81.600
0.601439,0.698632,20.200
0.419754,0.927418,8.600
0.273198,0.579299,79.000
0.564144,0.630555,30.400
0.416131,0.607596,38.200
0.401677,0.766041,19.200
0.208474,0.595047,77.900
0.697129,0.688814,9.300
0.495411,0.856780,8.000
0.612894,0.851504,9.100
0.555839,0.651863,24.500
0.401760,0.626720,43.500
0.105839,0.816527,14.500
0.500002,0.631350,45.000
0.160447,0.929399,11.100
0.676879,0.558576,89.600
0.249559,0.842408,11.500
0.320400,0.650990,47.100
0.430936,0.869970,11.100
0.401569,0.707456,21.500
0.493089,0.660929,32.400
0.570069,0.563488,56.300
0.554586,0.524226,67.600
0.644851,0.764332,8.400
0.381950,0.914717,9.900
0.420504,0.712013,17.800
0.624446,0.781988,9.900
0.269399,0.833182,11.300
0.247552,0.530348,89.700
0.105474,0.854567,13.500
0.543088,0.855817,9.800
0.512551,0.802684,9.500
0.266032,0.680676,26.300
0.177949,0.906103,10.900
0.125519,0.824061,15.700
0.392718,0.738161,16.500
0.216089,0.834588,13.200
0.576038,0.861792,7.600
0.670020,0.567220,52.100
0.566116,0.918121,6.200
0.610957,0.508086,79.300
0.694475,0.775221,9.200
0.544486,0.576660,44.200
0.440394,0.790465,11.600
0.586007,0.698996,11.200
0.438311,0.854792,10.400
0.359509,0.504548,98.200
0.119503,0.936633,12.200
0.485788,0.508497,98.800
0.638511,0.848881,6.800
0.515891,0.912812,7.100
0.342488,0.800186,15.800
0.470140,0.523899,79.500
0.587774,0.765054,11.400
0.558544,0.899310,6.200
0.394707,0.740912,18.800
0.317006,0.588644,49.000
0.338118,0.831608,12.000
0.644745,0.883009,6.400
0.201912,0.822515,14.100
0.617788,0.723276,15.200
0.217170,0.906683,10.600
0.688534,0.690502,8.100
0.369006,0.662515,39.300
0.540058,0.753633,21.500
0.537625,0.870994,7.800
0.563519,0.780429,11.500
0.573638,0.569961,48.300
0.123445,0.608479,55.300
0.264001,0.921634,10.700
0.237826,0.636786,57.300
0.519156,0.884590,7.000
0.509990,0.555244,82.700
0.278220,0.581247,50.300
0.576125,0.827151,9.600
0.286972,0.899558,12.900
0.305761,0.619248,56.600
0.339311,0.805696,15.100
0.546754,0.802462,9.600
0.107067,0.650252,32.900
0.643879,0.846129,5.900
0.515233,0.560692,71.900
0.451959,0.671095,23.200
0.242399,0.603378,43.100
0.571308,0.648175,24.400
0.623673,0.637283,32.800
0.400928,0.747289,11.300
0.275476,0.785525,15.900
0.328332,0.776752,18.200
0.349751,0.798930,16.400
0.283549,0.771163,16.500
0.527313,0.590330,50.900
0.305305,0.549813,78.600
0.592730,0.546239,83.500
0.378215,0.746723,21.400
0.477376,0.676091,18.100
0.668771,0.919281,5.300
0.367632,0.627235,37.200
0.202208,0.862148,11.200
0.429953,0.836007,16.100
0.398005,0.810729,14.600
0.569550,0.926583,7.200
0.616120,0.876855,7.000
0.527572,0.932446,6.000
0.682873,0.809854,6.100
0.261517,0.662016,26.900
0.243517,0.528363,109.600
0.274772,0.660311,25.400
0.502544,0.784492,14.900
0.239525,0.842280,9.900
0.153050,0.664003,22.900
0.686633,0.795472,11.000
0.288766,0.738388,19.900
0.233437,0.563931,68.600
0.315249,0.632411,50.100
0.195055,0.828186,20.600
0.121461,0.838672,15.600
0.283230,0.675240,39.100
0.302718,0.751856,18.400
0.586610,0.883266,6.600
0.361382,0.858529,9.200
0.542051,0.891182,8.000
0.541428,0.764276,13.300
0.573395,0.906026,7.400
0.651105,0.940396,4.600
0.399179,0.809450,10.100
0.162372,0.865875,12.300
0.123198,0.934282,12.300
0.212146,0.511556,101.200
0.597527,0.831973,8.900
0.444610,0.556769,53.900
0.184071,0.559137,64.300
0.179582,0.549882,55.600
0.634902,0.862642,5.900
0.412018,0.792516,10.700
0.203139,0.568575,70.500
0.638049,0.534913,65.800
0.532436,0.596116,40.800
0.386661,0.636907,28.000
0.379039,0.571299,69.400
0.503591,0.792652,13.300
0.302986,0.701358,32.300
0.699946,0.798434,13.100
0.570733,0.806259,9.600
0.484576,0.828764,11.800
0.512471,0.575465,49.900
0.697650,0.658164,24.200
0.106469,0.531805,66.000
0.113695,0.822196,18.600
0.571017,0.650380,18.700
0.225635,0.692366,28.200
0.511100,0.749805,18.800
0.402004,0.535218,59.500
0.291202,0.746885,26.200
0.238804,0.789051,17.300
0.566048,0.693331,16.800
0.202589,0.836539,13.100
0.195233,0.709352,24.500
0.365160,0.556624,81.100
0.171566,0.657354,25.000
0.484907,0.761953,15.800
0.695182,0.933330,4.000
0.548748,0.574511,43.400
0.461941,0.534519,116.100
0.336783,0.734903,21.300
0.692794,0.553839,56.000
0.627966,0.890594,5.900
0.592354,0.516422,81.100
0.238004,0.622697,46.200
0.174148,0.832001,15.600
0.206765,0.702121,25.100
0.255213,0.715318,19.900
0.149019,0.948584,9.800
0.633053,0.691173,13.000
0.211121,0.883230,11.800
0.235966,0.792940,17.800
0.632895,0.926954,4.700
0.674886,0.589409,15.400
0.233069,0.756858,18.900
0.276510,0.576160,61.700
0.580062,0.587687,37.600
0.682158,0.611659,30.400
0.489806,0.942546,8.100
0.365551,0.929850,9.300
0.504748,0.901431,7.500
0.568170,0.680323,23.600
0.167594,0.868819,14.100
0.361179,0.504232,126.300
0.614381,0.764672,9.500
0.523255,0.683244,27.900
0.192265,0.928218,9.400
0.553128,0.634960,32.700
0.500465,0.900417,6.900
0.258789,0.940322,10.200
0.306402,0.937595,9.100
0.288644,0.930839,10.000
0.695949,0.853861,7.000
0.210233,0.598608,46.500
0.597649,0.762542,12.000
0.418381,0.754887,15.000
0.628313,0.910307,6.800
0.689117,0.619646,28.200
0.676650,0.518037,61.400
0.612552,0.752817,9.600
0.348143,0.641310,41.500
0.262763,0.823613,15.400
0.291698,0.552419,75.700
0.491883,0.777435,11.800
0.305116,0.830854,14.600
0.360933,0.607373,49.800
0.147842,0.533540,83.700
0.562607,0.704247,26.400
0.166882,0.910642,12.000
0.302216,0.903282,9.500
0.454260,0.588794,79.600
0.418705,0.577581,53.300
0.635878,0.674007,14.900
0.495213,0.600149,44.200
0.573427,0.794778,11.700
0.282068,0.795588,15.500
0.179354,0.558451,54.000
0.545998,0.745457,11.900
0.192147,0.653784,41.000
0.600500,0.607760,21.400
0.665810,0.586090,52.100
0.269757,0.664032,26.900
0.556603,0.561714,49.100
0.362403,0.629158,45.200
0.279398,0.783597,15.000
0.358686,0.548037,84.600
0.488060,0.693014,17.800
0.692841,0.918872,4.400
0.280026,0.749297,18.600
0.523566,0.811244,13.600
0.300922,0.790309,17.300
0.250836,0.756046,19.500
0.479105,0.702736,14.900
0.556773,0.739070,11.200
0.530432,0.782666,16.200
0.665551,0.707550,16.700
0.164422,0.593666,69.700
0.424398,0.603087,52.400
0.274506,0.589673,46.300
0.590174,0.828329,8.500
0.137216,0.724933,21.700
0.205482,0.545162,75.200
0.563217,0.690069,20.700
0.312785,0.583500,57.200
0.509080,0.901852,11.600
0.699103,0.692031,14.600
0.375909,0.592801,51.400
0.419791,0.554070,49.100
0.685197,0.798583,10.900
0.547836,0.866580,14.900
0.218054,0.572042,56.100
0.582580,0.896235,7.600
0.409515,0.721491,20.400
0.572422,0.722539,14.600
0.459132,0.840509,9.000
0.236399,0.756875,15.900
0.588664,0.781278,11.700
0.101216,0.852079,14.100
0.632818,0.571755,44.700
0.591166,0.500974,80.200
0.682084,0.759047,10.700
0.121323,0.836614,16.300
0.362581,0.805999,11.200
0.201479,0.643449,38.900
0.324394,0.569027,80.500
0.315875,0.505986,83.100
0.458537,0.897495,8.600
0.362458,0.593789,72.100
0.679344,0.641509,28.900
0.266664,0.695500,19.500
0.351250,0.691468,33.700
0.520393,0.610864,49.200
0.265926,0.824933,14.100
0.534287,0.706795,16.700
0.525227,0.889717,8.300
0.527343,0.685148,26.800
0.505046,0.938080,6.800
0.590476,0.910630,6.300
0.696959,0.666678,21.600
0.133202,0.615724,46.100
0.398288,0.740803,20.900
0.587849,0.777098,10.800
0.100028,0.644520,30.500
0.427092,0.647585,36.300
0.495879,0.631800,41.100
0.215046,0.819664,14.600
0.340492,0.864837,13.100
0.573671,0.900831,6.400
0.140010,0.668248,27.000
0.180920,0.628950,34.200
0.590842,0.621004,61.300
0.585523,0.920966,8.700
0.454242,0.603671,34.200
0.349712,0.513799,88.200
0.163391,0.502984,112.300
0.586862,0.659097,30.400
0.245047,0.606588,45.600
0.647915,0.525107,65.200
0.565503,0.862267,8.900
0.148562,0.936906,12.400
0.481296,0.896230,6.900
0.652376,0.770788,9.900
0.627501,0.723520,14.400
0.468012,0.580708,73.000
0.203175,0.689409,26.000
0.508145,0.597201,51.300
0.499685,0.597193,49.900
0.453241,0.905444,10.800
0.259446,0.843721,14.700
0.640178,0.530304,82.100
0.401546,0.573689,48.000
0.278269,0.777148,17.700
0.253133,0.592912,61.500
0.268611,0.549744,81.000
0.376656,0.632489,47.500
0.238511,0.797549,14.500
0.410449,0.634531,31.000
0.215214,0.631054,48.700
0.262571,0.590301,52.900
0.171799,0.511882,74.400
0.314437,0.810642,13.900
0.343582,0.712657,27.800
0.342231,0.608549,43.400
0.534932,0.695318,31.100
0.390017,0.708554,17.700
0.515803,0.688192,22.800
0.119884,0.645672,30.100
0.361953,0.590555,33.600
0.153879,0.730512,24.400
0.377261,0.589067,40.900
0.469120,0.794311,18.500
0.578044,0.848192,8.600
0.430131,0.939670,9.000
0.327701,0.556745,79.800
0.258677,0.837807,16.900
0.674466,0.825440,6.300
0.218971,0.841257,12.400
0.125450,0.506176,109.900
0.175528,0.694965,26.400
0.698503,0.794219,7.100
0.643672,0.622727,22.900
0.292155,0.803568,16.800
0.102310,0.727466,29.500
0.560324,0.561845,73.000
0.280322,0.524860,70.600
0.113290,0.534444,87.500
0.373963,0.810626,11.800
0.354494,0.547015,75.600
0.317055,0.656712,28.100
0.492020,0.629958,26.600
0.535609,0.720348,19.300
0.435510,0.658358,23.200
0.108392,0.834944,22.700
0.113450,0.700689,26.700
0.629046,0.831207,5.700
0.211866,0.823230,16.800
0.338839,0.762179,21.000
0.162116,0.642021,35.100
0.237581,0.545716,76.300
0.391212,0.697428,25.400
0.241328,0.695699,20.300
0.495450,0.884455,7.700
0.320385,0.728499,19.900
0.573080,0.513636,92.500
0.461170,0.775377,14.200
0.252379,0.813275,15.000
0.585030,0.609823,42.100
0.659252,0.618679,33.800
0.172027,0.941067,11.000
0.501798,0.798880,11.100
0.478477,0.828679,10.900
0.501828,0.721801,11.400
0.118711,0.647071,39.600
0.116876,0.514246,113.300
0.276887,0.902263,11.800
0.148140,0.872989,10.500
0.319647,0.788181,17.200
0.623452,0.575938,38.900
0.312662,0.851517,10.700
0.335708,0.595402,57.900
0.260513,0.519855,110.700
0.352962,0.754455,20.100
0.578507,0.568081,66.500
0.598535,0.869758,9.200
0.352635,0.720271,26.000
0.338116,0.623277,46.700
0.217039,0.778317,14.700
0.685361,0.913671,3.900
0.286597,0.932789,10.800
0.305586,0.855165,11.200
0.357914,0.883929,11.500
0.148260,0.708690,23.100
0.297123,0.500788,86.600
0.658351,0.750168,12.800
0.144659,0.622747,33.800
0.244291,0.568303,56.600
0.230651,0.663134,39.900
0.241042,0.533910,92.500
0.672769,0.864548,7.100
0.525133,0.780963,13.900
0.651875,0.599959,53.500
0.614566,0.544547,61.200
0.474848,0.719920,16.100
0.435885,0.936161,7.800
0.405460,0.628695,33.000
0.513720,0.694075,25.400
0.521095,0.669566,33.900
0.459675,0.703245,26.600
0.369365,0.621974,37.000
0.505218,0.765663,18.900
0.194011,0.760884,17.400
0.430920,0.686389,27.100
0.411580,0.905343,9.700
0.420805,0.942881,8.000
0.406491,0.907679,11.600
0.550158,0.937199,6.800
0.554496,0.752632,16.300
0.297750,0.792078,20.200
0.310452,0.628457,30.800
0.109892,0.728968,26.500
0.167978,0.789421,20.400
0.257395,0.767521,18.100
0.559426,0.828215,9.400
0.578734,0.578065,59.300
0.248809,0.500685,112.400
0.621853,0.867895,6.500
0.325419,0.884991,11.600
0.578831,0.691391,17.000
0.380112,0.763986,14.900
0.527560,0.875218,9.200
0.313788,0.525044,102.600
0.142364,0.694960,30.100
0.252431,0.516743,73.400
0.518253,0.856544,10.600
0.650774,0.904152,5.000
0.476975,0.819866,8.800
0.561372,0.520423,120.500
0.108474,0.835497,15.200
0.556038,0.654937,28.000
0.601323,0.886157,8.200
0.347591,0.722235,19.800
0.396335,0.574550,52.400
0.131424,0.894266,13.000
0.204781,0.749843,17.200
0.133886,0.564580,97.000
0.538821,0.816039,12.100
0.579918,0.764909,16.300
0.165200,0.534046,68.900
0.652958,0.645221,31.600
0.603716,0.842550,9.600
0.445771,0.614876,28.000
0.686973,0.640209,28.100
0.629481,0.777063,9.400
0.233585,0.743490,22.200
0.672421,0.676381,12.100
0.365776,0.804636,12.400
0.192920,0.678068,23.300
0.220054,0.744872,21.000
0.510517,0.937123,7.600
0.692535,0.924645,4.000
0.367163,0.867855,9.000
0.443881,0.750320,16.100
0.280144,0.684502,20.800
0.607275,0.735934,11.700
0.169094,0.888137,11.400
0.449348,0.792397,13.700
0.451732,0.760166,13.800
0.100684,0.849799,16.200
0.664337,0.881896,7.600
0.684605,0.611646,39.000
0.380484,0.882678,9.800
0.535385,0.524254,83.400
0.609227,0.839695,8.000
0.170023,0.880607,12.000
0.150771,0.538430,87.600
0.513586,0.884094,8.600
0.435695,0.557735,65.300
0.507636,0.579922,61.200
0.443198,0.752221,16.400
0.535835,0.740247,17.600
0.192946,0.500600,98.300
0.229371,0.941392,11.600
0.242214,0.524495,73.000
0.349912,0.650144,26.100
0.555736,0.756984,14.200
0.598838,0.897428,7.400
0.340778,0.940658,8.300
0.461230,0.912932,7.900
0.277107,0.573401,38.400
0.385466,0.723836,22.800
0.664546,0.641162,18.400
0.261572,0.827319,13.700
0.572766,0.684097,17.000
0.125317,0.756464,19.900
0.307146,0.859274,11.200
0.495269,0.878875,7.100
0.565601,0.657406,17.000
0.455311,0.925585,8.100
0.621533,0.872045,8.900
0.592471,0.596429,33.200
0.470503,0.836704,12.000
0.308874,0.585150,62.500
0.318226,0.903344,10.600
0.469058,0.559448,48.000
0.493931,0.873193,11.800
0.336752,0.601295,65.000
0.338510,0.585880,50.500
0.206068,0.501445,115.700
0.100173,0.522374,74.700
0.376895,0.786082,10.600
0.598505,0.723609,22.500
0.559925,0.551438,53.000
0.696364,0.947206,3.700
0.501643,0.666637,23.600
0.240348,0.623883,32.300
0.506409,0.549403,86.000
0.597087,0.736218,12.100
0.484598,0.540262,84.800
0.389035,0.521389,104.900
0.471107,0.635429,39.700
0.115482,0.501444,101.700
0.259068,0.566567,52.200
0.194642,0.502880,93.100
0.348049,0.677424,38.600
0.635822,0.797045,17.500
0.212770,0.688107,25.800
0.142591,0.837063,15.700
0.566153,0.846377,11.300
0.620742,0.608816,75.400
0.418837,0.685791,36.000
0.325940,0.875308,10.800
0.358321,0.731658,24.500
0.495395,0.741935,23.800
0.598751,0.599661,55.000
0.213664,0.898892,12.500
0.641355,0.828736,6.200
0.494434,0.941476,7.200
0.542974,0.907088,8.300
0.152147,0.676487,27.900
0.651007,0.827980,7.000
0.416917,0.539133,111.500
0.317264,0.637952,27.900
0.339362,0.667685,26.000
0.275820,0.563748,75.100
0.197783,0.745527,16.800
0.120795,0.519671,86.000
0.258645,0.525527,84.500
0.397967,0.940887,7.800
0.500056,0.850272,12.800
0.540008,0.557547,70.500
0.457362,0.837193,14.500
0.169637,0.837110,15.000
0.358929,0.588971,43.100
0.500443,0.661935,19.600
0.545905,0.938425,6.600
0.294704,0.538477,79.600
0.657065,0.640413,38.100
0.577229,0.689111,30.000
0.611039,0.920272,5.400
0.499927,0.949178,6.900
0.348256,0.672722,28.700
0.660501,0.580773,46.200
0.640867,0.544804,98.200
0.597085,0.879982,5.500
0.634676,0.849162,6.800
0.649966,0.553092,31.100
0.547814,0.526166,76.500
0.220202,0.770363,18.800
0.423128,0.681660,21.000
0.469596,0.712566,27.200
0.564024,0.894595,6.900
0.397088,0.723848,19.700
0.407723,0.560556,46.700
0.697339,0.748357,10.200
0.371323,0.772240,17.100
0.178006,0.890098,12.300
0.525810,0.531501,88.200
0.317525,0.884546,10.000
0.249123,0.670034,21.800
0.477077,0.921956,8.000
0.672621,0.805853,11.600
0.287685,0.664816,38.900
0.323363,0.558422,35.700
0.379294,0.833870,15.900
0.512797,0.759680,11.500
0.337569,0.780318,16.400
0.355054,0.722454,14.400
0.520543,0.943076,6.000
0.691081,0.755217,7.200
0.289902,0.948905,9.000
0.451196,0.913565,10.100
0.576643,0.628461,42.100
0.227277,0.684915,37.200
0.590991,0.764842,10.500
0.312958,0.669319,36.000
0.166614,0.842379,12.300
0.114942,0.917644,12.100
0.119852,0.915609,12.800
0.578585,0.793843,8.200
0.504963,0.740345,13.500
0.576094,0.709671,21.600
0.551769,0.851443,6.600
0.328585,0.742967,22.000
0.659811,0.566738,49.800
0.626767,0.843154,7.400
0.309011,0.651166,29.500
0.563765,0.703392,20.700
0.591795,0.697316,29.500
0.393079,0.762199,18.300
0.172251,0.706377,33.100
0.300434,0.747455,19.900
0.693287,0.947115,3.000
0.529561,0.632453,32.200
0.564827,0.569680,48.200
0.647155,0.909345,4.000
0.221658,0.627367,51.200
0.681042,0.649705,16.800
0.410885,0.684049,20.600
0.546807,0.789491,10.500
0.290926,0.898575,9.600
0.297644,0.874471,11.000
0.315760,0.703736,35.000
0.308835,0.703419,25.800
0.137502,0.880197,12.800
0.285745,0.917161,12.100
0.488428,0.937398,7.600
0.641184,0.519619,47.500
0.124999,0.669868,36.200
0.109977,0.807296,15.900
0.455439,0.611540,49.600
0.519805,0.504657,104.800
0.464943,0.781997,13.200
0.683826,0.754657,8.400
0.237321,0.850620,12.800
0.388747,0.942601,8.900
0.649541,0.899305,5.400
0.470498,0.723413,17.700
0.446273,0.570363,49.800
