avg_mastery,pct_struggling,std_mastery,priority
0.416157,0.464648,0.182580,94.830392
0.647686,0.273088,0.217997,76.907109
0.009051,0.935438,0.258565,96.639233
0.183649,0.268506,0.231189,100.000000
0.745924,0.222585,0.221242,52.651017
0.198866,0.345030,0.071640,96.933848
0.080282,0.646641,0.085956,100.000000
0.175099,0.611649,0.142568,100.000000
0.832402,0.052265,0.268818,23.641012
0.346531,0.611846,0.137983,88.452973
0.530076,0.475245,0.200614,87.617090
0.577496,0.287125,0.084254,62.869054
0.372639,0.587681,0.041185,91.389206
0.093698,0.581358,0.239678,96.140461
0.256804,0.541941,0.177477,99.940697
0.157811,0.766493,0.100836,100.000000
0.909520,0.022230,0.142990,19.973910
0.740088,0.160606,0.296383,55.868635
0.823052,0.170486,0.068260,24.979504
0.812249,0.136868,0.273474,39.045702
0.002175,0.694146,0.147568,100.000000
0.749007,0.277499,0.266002,60.292319
0.482056,0.449966,0.114130,88.126706
0.774636,0.351726,0.016258,34.763516
0.959843,0.000000,0.288833,17.043706
0.357717,0.660556,0.105722,96.521216
0.604785,0.359529,0.228430,79.054364
0.304603,0.421366,0.002880,89.283059
0.893807,0.000000,0.153148,16.150341
0.254023,0.799275,0.023914,100.000000
0.351251,0.315625,0.165186,93.164621
0.887946,0.105295,0.177739,28.912861
0.100850,0.825488,0.207680,100.000000
0.494015,0.149189,0.220536,76.496160
0.581286,0.406390,0.159946,84.803024
0.579018,0.337751,0.120396,73.415712
0.120074,0.969684,0.224566,98.112401
0.039491,0.641135,0.172978,99.126851
0.416642,0.383416,0.149662,96.226824
0.453859,0.490760,0.153851,81.485233
0.942664,0.193348,0.255903,34.614819
0.755663,0.185507,0.223188,49.683162
0.598636,0.250760,0.032706,55.356781
0.210114,0.433851,0.085640,100.000000
0.901449,0.000000,0.087977,10.752959
0.193528,0.509867,0.078849,99.844619
0.947375,0.053717,0.008496,6.154337
0.945935,0.000000,0.160483,11.931553
0.977892,0.000000,0.241605,16.796459
0.283019,0.631620,0.170381,100.000000
0.137486,0.540430,0.071104,98.095326
0.628778,0.160644,0.038390,51.457975
0.422833,0.402344,0.110398,91.038491
0.388499,0.631921,0.147693,99.165572
0.556308,0.211433,0.237990,79.551906
0.689464,0.124965,0.129810,44.418889
0.332125,0.662329,0.090263,97.000876
0.335115,0.602405,0.023834,94.281194
0.610360,0.380822,0.057465,64.171388
0.071310,1.000000,0.293764,100.000000
0.699947,0.146229,0.157265,48.884972
0.799012,0.000000,0.050990,14.557837
0.879752,0.177427,0.050954,24.225463
0.753833,0.307704,0.062539,44.215940
0.506744,0.290609,0.156422,84.757469
0.873814,0.050535,0.116901,18.270174
0.490988,0.337456,0.278079,92.481720
0.787086,0.349253,0.129987,50.729027
0.063612,0.988516,0.191577,96.178618
0.709036,0.169257,0.185374,43.690823
0.084101,1.000000,0.153289,97.101754
0.027703,0.704489,0.189225,100.000000
0.502242,0.398575,0.297783,89.649237
0.119448,0.906192,0.095753,100.000000
0.325118,0.749135,0.282732,100.000000
0.774242,0.185967,0.011970,24.896823
0.550284,0.234173,0.126614,69.147676
0.733378,0.155729,0.004356,27.861254
0.783553,0.069373,0.141475,30.033444
0.480254,0.393325,0.249076,94.598420
0.985641,0.054750,0.165213,13.937613
0.202096,0.479641,0.003196,100.000000
0.084909,0.337929,0.160455,100.000000
0.318485,0.327871,0.149741,98.866772
0.762510,0.141457,0.076427,30.944583
0.096240,0.840244,0.103506,89.503347
0.466741,0.233603,0.199946,84.386216
0.571343,0.318806,0.060359,68.622615
0.807963,0.113373,0.052487,22.614366
0.845894,0.000000,0.096917,15.215675
0.238934,0.405579,0.156550,96.590440
0.274095,0.356109,0.259064,99.333181
0.683964,0.320840,0.039739,44.659393
0.859779,0.191506,0.156934,21.056079
0.168359,0.774583,0.150267,100.000000
0.722639,0.042047,0.204775,39.450577
0.237671,0.860541,0.207619,100.000000
0.180667,0.562498,0.087836,98.690826
0.337555,0.609593,0.109213,92.285796
0.794656,0.062112,0.226024,32.248456
0.742551,0.233484,0.277349,61.903154
0.478701,0.455797,0.192801,86.159634
0.714187,0.269383,0.076690,46.582723
0.405845,0.370196,0.216599,90.120382
0.210509,0.753732,0.258504,94.286747
0.843014,0.041086,0.001090,16.080503
0.053790,1.000000,0.039632,94.191471
0.901021,0.025099,0.033094,11.826333
0.788877,0.045874,0.136815,24.199742
0.723581,0.213937,0.118791,49.931211
0.569124,0.245781,0.065246,64.455000
0.810013,0.141938,0.147342,29.376511
0.028220,1.000000,0.251715,98.288374
0.591013,0.255714,0.204621,74.047657
0.261040,0.826268,0.113962,90.956969
0.639269,0.226305,0.039024,50.465988
0.674724,0.214654,0.158684,59.196557
0.214741,0.677656,0.163057,100.000000
0.154806,0.676937,0.247157,99.312299
0.587457,0.259634,0.257316,78.637322
0.940577,0.000000,0.063564,5.142309
0.663445,0.264972,0.245440,67.348133
0.484159,0.319554,0.089282,80.859127
0.935489,0.096035,0.285570,22.862657
0.818916,0.189780,0.161210,27.876364
0.732799,0.283443,0.293851,71.182179
0.437392,0.450609,0.083045,87.725823
0.491394,0.708982,0.012132,94.323611
0.264620,0.532757,0.135807,96.012395
0.816883,0.153666,0.296713,44.934182
0.284664,0.656566,0.190795,94.616662
0.703751,0.328488,0.197280,59.405088
0.874960,0.201500,0.063058,16.630870
0.552165,0.369310,0.245530,93.021027
0.156509,0.487025,0.254592,97.400931
0.024880,0.576894,0.258487,100.000000
0.673239,0.320873,0.081924,57.520576
0.224635,0.533711,0.007963,94.301307
0.039067,0.612062,0.262803,99.211735
0.343282,0.616949,0.047043,99.614316
0.582123,0.289441,0.283363,78.075042
0.551533,0.400337,0.112964,83.163568
0.167411,0.660178,0.068941,98.476481
0.603986,0.383610,0.003081,67.432788
0.410773,0.600358,0.056761,90.164099
0.477629,0.453493,0.153607,85.618014
0.874426,0.171581,0.056285,18.973518
0.078530,0.429080,0.194729,91.514342
0.527871,0.323902,0.022462,80.976587
0.173624,0.791368,0.074875,96.963938
0.182773,0.475950,0.132251,99.010062
0.610463,0.280462,0.224779,71.790001
0.669709,0.234332,0.211121,55.053314
0.606225,0.248459,0.117510,62.128256
0.923494,0.131329,0.233193,31.410955
0.794662,0.219432,0.174744,34.563103
0.198610,0.693127,0.106464,98.727874
0.635864,0.291976,0.207005,77.738604
0.620340,0.328164,0.071144,57.844159
0.646525,0.178860,0.118088,50.053589
0.429080,0.467928,0.044784,88.272789
0.947621,0.092923,0.113020,9.933742
0.463731,0.257074,0.166018,88.155296
0.789354,0.146224,0.287030,43.835939
0.481308,0.572298,0.044731,88.757835
0.787426,0.198682,0.244491,45.453090
0.395641,0.496403,0.190664,93.539050
0.000815,0.834606,0.275496,100.000000
0.499859,0.353205,0.258259,93.785175
0.547998,0.290704,0.249105,90.408620
0.115614,0.702657,0.164395,95.368776
0.665184,0.298427,0.063788,54.423982
0.853735,0.119108,0.260213,36.977135
0.868341,0.115785,0.269235,29.764729
0.376896,0.341473,0.067642,82.768141
0.410009,0.756855,0.148629,99.866230
0.858385,0.222026,0.021453,11.570385
0.998329,0.048827,0.272594,17.420470
0.052606,0.280629,0.245512,99.154364
0.061780,0.628206,0.219648,100.000000
0.054259,0.585511,0.034410,94.632162
0.462481,0.334445,0.050296,80.271551
0.784551,0.164655,0.026015,26.647599
0.093682,0.446768,0.050695,89.054692
0.688948,0.367142,0.016242,50.081914
0.171161,0.402147,0.152822,100.000000
0.032962,0.997612,0.062107,98.000995
0.595586,0.301529,0.197693,79.490328
0.593860,0.407113,0.169879,87.900330
0.283295,0.679722,0.039278,100.000000
0.322237,0.773687,0.257632,100.000000
0.353989,0.518094,0.284991,97.680501
0.929231,0.000000,0.284663,13.485017
0.866320,0.177933,0.029963,18.756068
0.527509,0.370098,0.195530,83.640194
0.963457,0.088184,0.242049,14.803094
0.581720,0.187952,0.028448,61.179452
0.101532,0.533914,0.091661,97.909384
0.487161,0.214559,0.062347,80.477566
0.894520,0.218720,0.047645,24.611898
0.662657,0.254502,0.069307,52.722739
0.952667,0.000000,0.160569,7.811331
0.530884,0.256280,0.125259,77.050245
0.911847,0.044516,0.181479,10.949458
0.766588,0.258499,0.060116,31.899599
0.822716,0.169921,0.287147,36.950160
0.991455,0.004262,0.166988,8.757652
0.302242,0.589837,0.114212,96.945621
0.628057,0.211010,0.287750,67.238283
0.256453,0.420563,0.299148,94.938054
0.853898,0.065715,0.061481,17.048203
0.585875,0.390787,0.166111,85.615262
0.175835,0.421755,0.038236,91.141521
0.421246,0.117427,0.113365,84.856993
0.181743,0.839526,0.150217,100.000000
0.457951,0.319455,0.210604,94.177976
0.077587,0.862842,0.065957,100.000000
0.965281,0.120686,0.279683,22.375839
0.596617,0.328477,0.060249,65.153679
0.990662,0.027445,0.019844,8.021348
0.173767,0.710761,0.260838,95.852204
0.384416,0.444877,0.004974,92.269144
0.931239,0.138724,0.177091,12.209315
0.691965,0.329754,0.125461,64.518413
0.070038,0.791489,0.111050,96.874624
0.883185,0.160825,0.260244,34.957797
0.188835,0.996699,0.081999,97.755490
0.261811,0.411835,0.298890,100.000000
0.731755,0.314256,0.286938,66.132006
0.710691,0.148585,0.014749,35.637522
0.660595,0.216939,0.230215,65.604402
0.005406,0.649938,0.059448,98.258453
0.249381,0.360257,0.253834,100.000000
0.344896,0.222945,0.168114,89.355559
0.400334,0.587027,0.212200,90.913072
0.073935,0.768318,0.235955,88.661791
0.675378,0.202264,0.033229,41.657834
0.891250,0.000000,0.201628,13.381574
0.989672,0.049260,0.021839,3.796433
0.797980,0.079667,0.199573,29.614937
0.202600,0.817904,0.288891,98.422370
0.511286,0.446922,0.152227,90.913697
0.915735,0.032896,0.168637,10.887735
0.066596,0.511826,0.244078,98.520834
0.228329,0.220930,0.003889,88.073885
0.264735,0.313614,0.268541,90.823351
0.609576,0.142106,0.250688,66.463173
0.951520,0.098959,0.145400,15.704410
0.482590,0.299534,0.160684,81.684787
0.563897,0.374562,0.295178,88.478441
0.639862,0.468338,0.172831,84.403663
0.851534,0.129967,0.196623,30.242291
0.286331,0.535294,0.276814,96.889595
0.626249,0.274372,0.006392,48.218934
0.925300,0.207571,0.027015,13.152007
0.938934,0.068621,0.287780,22.861319
0.382643,0.351244,0.168330,96.791966
0.111794,0.796236,0.201323,99.341393
0.924392,0.219852,0.037883,15.536484
0.920965,0.141661,0.274736,24.648509
0.097244,0.305018,0.045193,100.000000
0.081343,0.729298,0.110171,100.000000
0.185138,0.770134,0.052979,100.000000
0.646849,0.252542,0.067051,56.089098
0.302621,0.086955,0.083083,84.109349
0.240199,0.537994,0.082803,89.315851
0.799630,0.147516,0.212477,43.201860
0.243888,0.707685,0.222026,100.000000
0.960417,0.066180,0.007572,4.135604
0.438438,0.672597,0.084407,86.910892
0.422594,0.317788,0.234485,85.445551
0.943635,0.189026,0.198434,10.113007
0.120130,0.827076,0.110805,100.000000
0.114943,0.502157,0.069947,98.311786
0.433573,0.449061,0.175663,89.296716
0.587067,0.050490,0.003080,44.819011
0.508065,0.646855,0.297209,93.928244
0.954913,0.146397,0.164474,15.898280
0.993163,0.000000,0.235363,12.692341
0.040865,0.527523,0.227468,99.954489
0.165481,0.861565,0.112038,100.000000
0.553630,0.511717,0.208484,91.760433
0.950130,0.139454,0.049408,1.655824
0.279908,0.737473,0.106144,100.000000
0.367074,0.749348,0.174825,100.000000
0.231060,0.613940,0.163964,91.992075
0.967425,0.042491,0.043053,6.118363
0.153857,0.795086,0.185075,96.932680
0.564563,0.298393,0.145332,79.098864
0.022954,0.347921,0.140238,100.000000
0.601673,0.382646,0.066209,68.054815
0.392453,0.515232,0.144870,93.588933
0.565651,0.391091,0.297667,89.228345
0.080254,0.521753,0.045351,93.457392
0.091070,0.499707,0.105428,98.534319
0.092242,0.612777,0.070769,93.731231
0.835185,0.264966,0.251838,45.075067
0.724177,0.072949,0.028054,30.350394
0.128374,0.736622,0.126732,100.000000
0.316046,0.510962,0.219775,96.189230
0.436432,0.274888,0.243668,99.361526
0.098636,0.490178,0.234816,100.000000
0.839974,0.053581,0.141252,22.363988
0.362936,0.374994,0.268482,94.953428
0.670491,0.259782,0.252472,65.603536
0.641976,0.413760,0.047453,56.199670
0.914301,0.000000,0.263145,20.398026
0.741935,0.139660,0.181620,40.015555
0.034429,0.896482,0.117876,100.000000
0.155069,0.880092,0.046898,100.000000
0.444882,0.531882,0.283265,90.730846
0.093020,0.757463,0.259399,99.462704
0.391830,0.346501,0.171510,91.540015
0.977416,0.028753,0.242740,18.690125
0.205468,0.491002,0.117251,97.935903
0.704731,0.192440,0.073329,41.204220
0.259939,0.417591,0.075993,93.554141
0.034162,0.969091,0.279799,99.842523
0.098408,0.450633,0.155367,96.144930
0.103895,0.807539,0.157572,97.884947
0.299014,0.473990,0.272552,100.000000
0.960550,0.026300,0.071042,0.546757
0.620661,0.379478,0.061499,65.731402
0.122997,0.524470,0.202530,99.755791
0.070256,0.416758,0.036053,97.641211
0.970775,0.042323,0.118658,4.408245
0.171362,0.970913,0.184848,96.313132
0.270459,0.441849,0.164045,94.466178
0.841685,0.176130,0.202431,31.090029
0.554894,0.328980,0.102417,70.229573
0.226673,0.429566,0.280037,97.718164
0.664458,0.390384,0.220240,75.608430
0.371529,0.703921,0.109546,95.329413
0.581570,0.267973,0.063402,67.187752
0.096773,0.761180,0.121170,100.000000
0.880200,0.000000,0.202921,21.421590
0.595476,0.436070,0.233510,80.381639
0.004335,0.834695,0.174117,99.585589
0.559076,0.518067,0.183874,85.866823
0.362072,0.556246,0.255538,95.793023
0.905524,0.126776,0.018573,7.887041
0.138550,0.326460,0.042544,91.337525
0.333714,0.792637,0.077010,91.300438
0.764542,0.187697,0.253439,46.054729
0.225234,0.630285,0.219632,95.866530
0.313155,0.329008,0.140724,91.258790
0.771242,0.246596,0.173278,42.376829
0.712331,0.357959,0.035924,51.280077
0.359683,0.441680,0.177354,95.867805
0.467414,0.486839,0.130406,94.475980
0.552351,0.347998,0.019750,69.137555
0.887958,0.171072,0.299373,36.797944
0.661506,0.342451,0.027936,59.394733
0.592499,0.575531,0.155822,88.319788
0.810938,0.043954,0.105285,24.319239
0.304327,0.545219,0.253590,95.425000
0.443974,0.347486,0.292030,92.339597
0.686654,0.154004,0.095841,48.771545
0.403877,0.629224,0.150144,95.343912
0.479080,0.184843,0.203562,83.045925
0.160384,0.444151,0.271205,94.603979
0.610022,0.538908,0.023595,75.454207
0.640235,0.458842,0.146213,74.882608
0.856186,0.136089,0.065366,17.584167
0.085411,0.862942,0.101934,99.244690
0.899579,0.045232,0.266419,23.498989
0.085929,0.448794,0.050975,99.499614
0.745298,0.160652,0.117274,39.096801
0.589016,0.082617,0.217366,69.760226
0.406063,0.326810,0.235156,89.546001
0.923477,0.004661,0.026702,3.986411
0.456569,0.594245,0.165463,99.172708
0.024747,0.960903,0.126358,96.113253
0.520589,0.367479,0.232036,86.659717
0.532458,0.212095,0.054090,65.820447
0.744375,0.220007,0.093649,46.704299
0.358249,0.489774,0.233411,95.278995
0.073936,0.886633,0.132792,99.107272
0.349467,0.470009,0.256538,94.986618
0.602611,0.527625,0.190677,87.037572
0.544753,0.469608,0.204323,83.354887
0.846993,0.098314,0.144417,17.538912
0.270202,0.377335,0.105443,97.057278
0.569263,0.158338,0.251860,74.240717
0.975589,0.000000,0.263317,8.300115
0.313663,0.278819,0.232347,89.194968
0.436100,0.370702,0.057192,85.866345
0.994224,0.005150,0.218870,10.659014
0.144408,0.299840,0.192177,100.000000
0.573589,0.529595,0.030099,88.340792
0.370349,0.377084,0.006993,84.926803
0.046142,0.573341,0.207322,98.894255
0.760783,0.404766,0.237999,62.398107
0.198832,0.344685,0.039480,90.654120
0.892056,0.052051,0.176150,13.775000
0.417849,0.473661,0.208851,100.000000
0.144625,0.507152,0.232073,97.571477
0.246015,0.452879,0.018457,89.868638
0.832872,0.128324,0.145985,33.920031
0.373879,0.612990,0.186282,91.302150
0.256267,0.348417,0.031447,95.301100
0.248946,0.299295,0.263215,91.423117
0.583190,0.438878,0.149408,85.747077
0.256824,0.361128,0.020948,95.103089
0.935333,0.000000,0.062046,4.531667
0.049368,0.521088,0.063310,98.272235
0.155855,0.522515,0.186073,91.655927
0.428957,0.290049,0.125762,88.590137
0.208276,0.779338,0.148422,100.000000
0.778622,0.206556,0.196509,47.588749
0.916542,0.174501,0.082934,13.892764
0.600185,0.177933,0.150424,57.731552
0.854019,0.109668,0.262970,30.764550
0.800586,0.028789,0.006825,12.513407
0.158627,0.633761,0.203606,94.047337
0.078149,0.910039,0.277562,100.000000
0.629033,0.113245,0.204765,58.358124
0.982524,0.000000,0.038371,6.199311
0.831908,0.215579,0.039791,26.442116
0.616300,0.295645,0.290418,83.038766
0.110943,1.000000,0.018354,100.000000
0.779713,0.073753,0.033854,28.702182
0.682969,0.310649,0.038178,57.666271
0.933881,0.000000,0.116275,14.338276
0.709407,0.245503,0.157702,49.571013
0.103529,0.815788,0.190383,98.427249
0.609196,0.315484,0.294364,87.039346
0.403762,0.513677,0.033267,81.969286
0.421382,0.319455,0.145080,89.216124
0.632953,0.123584,0.062298,49.387701
0.899669,0.016068,0.056755,10.256071
0.759781,0.254587,0.254630,54.014947
0.022303,1.000000,0.095780,100.000000
0.146999,0.518732,0.250750,99.746915
0.363188,0.682280,0.251076,91.793590
0.684690,0.354945,0.223429,68.619550
0.634195,0.320410,0.140096,66.697527
0.503687,0.600932,0.017208,95.410473
0.430133,0.310996,0.225365,88.683485
0.789564,0.235720,0.243522,48.004553
0.095697,0.492800,0.097214,100.000000
0.595039,0.267111,0.289622,78.744684
0.808493,0.130787,0.045062,17.214474
0.272406,0.285956,0.199286,100.000000
0.202251,0.534541,0.188032,100.000000
0.673460,0.311840,0.089554,58.115456
0.175631,0.593475,0.130396,95.005524
0.488222,0.660192,0.117718,94.834679
0.922827,0.000000,0.067281,12.780860
0.060687,0.851704,0.225551,100.000000
0.909150,0.000000,0.221854,6.113431
0.190364,0.614145,0.194808,97.550671
0.482347,0.329800,0.200477,80.411018
0.132230,0.974530,0.216073,100.000000
0.709869,0.272145,0.046187,38.871177
0.997774,0.013623,0.061752,0.000000
0.302099,0.608145,0.273947,97.241903
0.924694,0.000085,0.060490,4.829968
0.729964,0.161847,0.152237,50.264565
0.965423,0.044581,0.110621,12.556147
0.671795,0.026903,0.126536,43.058501
0.682006,0.408688,0.140323,71.100340
0.943744,0.208537,0.263792,27.441281
0.727415,0.000000,0.295156,48.469356
0.847452,0.047227,0.169680,24.090372
0.284573,0.430391,0.101821,93.207234
0.168882,0.775622,0.137513,100.000000
0.640055,0.345039,0.091785,61.817448
0.252608,0.640195,0.249564,98.867211
0.429839,0.465035,0.283312,96.237242
0.855581,0.157106,0.180810,23.911608
0.631080,0.144922,0.132060,50.056258
0.943878,0.003184,0.260462,12.124847
0.354713,0.675901,0.185783,93.391359
0.280622,0.477012,0.195025,95.113229
0.213714,0.524857,0.251270,100.000000
0.976369,0.000000,0.197202,2.423638
0.429638,0.294421,0.155243,93.418877
0.920079,0.193277,0.181762,21.090854
0.344910,0.750837,0.137298,99.432361
0.287727,0.425843,0.252193,94.841465
0.770835,0.142606,0.125843,37.338991
0.618063,0.285985,0.260206,83.864921
0.524663,0.416376,0.075171,79.876602
0.440220,0.572959,0.236922,97.419270
0.466434,0.307538,0.206542,89.384502
0.834449,0.096031,0.285394,33.820204
0.153113,0.847312,0.036416,95.198144
0.051042,0.478263,0.010383,100.000000
0.005949,0.598279,0.267009,96.683651
0.495003,0.334855,0.046679,78.385820
0.818004,0.069884,0.002828,17.063221
0.670970,0.117916,0.207625,50.863670
0.990449,0.115022,0.177119,14.173470
0.609965,0.356322,0.063222,64.132486
0.509093,0.222997,0.099805,71.644617
0.581623,0.354096,0.185840,82.541642
0.882173,0.025176,0.009520,7.682318
0.014639,0.441807,0.154233,97.336452
0.466500,0.295278,0.145306,85.212146
0.411170,0.300705,0.197069,85.843401
0.953318,0.000000,0.293629,16.252294
0.187259,0.770526,0.042261,93.192528
0.025546,0.429646,0.097009,98.595543
0.631682,0.346513,0.263641,81.023056
0.625019,0.327676,0.101408,69.016529
0.319338,0.432206,0.127597,95.101976
0.539750,0.381599,0.146434,82.393782
0.596675,0.249563,0.027358,50.020273
0.353039,0.507227,0.186954,90.797707
0.420512,0.451404,0.221589,100.000000
0.141797,0.581281,0.282301,99.256659
0.771025,0.199632,0.108607,29.368359
0.389182,0.352167,0.296247,88.998796
0.645500,0.250848,0.162813,59.079630
0.426630,0.446601,0.196765,94.347251
0.162256,0.929080,0.223759,100.000000
0.700640,0.163381,0.104518,40.644803
0.417337,0.366657,0.239323,86.118689
0.185355,0.358210,0.207263,100.000000
0.933497,0.000240,0.145462,13.334192
0.893319,0.000000,0.296926,23.984615
0.727158,0.172534,0.189209,47.220643
0.576062,0.224169,0.080851,68.512003
0.625189,0.311048,0.095428,67.849153
0.360207,0.473604,0.076710,96.253184
0.262950,0.741703,0.056579,94.545237
0.592064,0.584622,0.045127,73.635861
0.740008,0.310998,0.174618,55.199877
0.495143,0.304325,0.224202,85.232407
0.895548,0.266263,0.090805,24.220108
0.388406,0.302346,0.020921,87.594875
0.376472,0.410147,0.048157,97.575390
0.425521,0.424923,0.078095,86.878404
0.704199,0.145420,0.004125,29.510704
0.027456,0.285457,0.038723,96.935306
0.353809,0.512630,0.244251,96.014607
0.742919,0.240990,0.105536,37.251222
0.554765,0.294447,0.218166,85.724252
0.309879,0.340906,0.253900,90.429199
0.656719,0.304191,0.177815,64.442621
0.901132,0.000000,0.060111,11.958115
0.505126,0.444563,0.115052,86.991935
0.739235,0.281699,0.064540,46.403277
0.198416,0.715345,0.228120,94.944960
0.472995,0.679509,0.042998,95.751949
0.291293,0.291837,0.068336,85.426913
0.992789,0.000000,0.181974,5.341687
0.218733,0.473952,0.094247,96.730258
0.947411,0.000000,0.160305,5.805893
0.408721,0.601115,0.163144,98.257731
0.498349,0.642886,0.198306,94.301551
0.523892,0.471519,0.013036,70.896049
0.241809,0.655110,0.150576,100.000000
0.238937,0.613872,0.265156,97.015761
0.376034,0.492139,0.288556,97.963028
0.745201,0.132259,0.135230,41.982491
0.700772,0.360065,0.120596,60.861382
0.997605,0.000000,0.017002,5.289118
0.088377,0.710854,0.126013,91.278330
0.759296,0.213875,0.167148,41.056273
0.194934,0.327092,0.040628,95.880755
0.511020,0.378388,0.142942,80.594300
0.196382,0.719690,0.006084,98.667866
0.936100,0.127364,0.177331,19.289995
0.507194,0.460893,0.013335,78.139829
0.469508,0.455090,0.098773,82.108686
0.307401,0.770118,0.206688,99.129326
0.448954,0.112579,0.062037,71.238138
0.110698,0.432235,0.138837,100.000000
0.684189,0.070093,0.136986,46.102724
0.570667,0.109647,0.191502,67.074103
0.099563,0.898785,0.010019,100.000000
0.102377,0.453528,0.185918,100.000000
0.292962,0.732639,0.272661,97.852869
0.473107,0.624455,0.143837,88.074115
0.222667,0.712742,0.071648,100.000000
0.131334,0.753656,0.258517,100.000000
0.096342,0.743738,0.156434,100.000000
0.305107,0.231764,0.271179,96.760513
0.629612,0.140054,0.129541,52.959729
0.678365,0.274415,0.220191,60.156923
0.282867,0.496903,0.177271,93.950841
0.440581,0.444658,0.070875,91.720472
0.628460,0.061830,0.178515,51.593902
0.360044,0.406031,0.014266,91.586484
0.978609,0.078251,0.169373,3.582067
0.692729,0.072188,0.025796,32.898046
0.578422,0.371658,0.277365,82.063823
0.497905,0.288008,0.190239,79.233233
0.491947,0.403932,0.065925,82.521202
0.291728,0.767948,0.244517,100.000000
0.077241,0.981991,0.008690,93.192747
0.837914,0.127765,0.191145,32.639586
0.905411,0.134222,0.162913,20.559528
0.974510,0.000000,0.293233,13.011080
0.403974,0.267514,0.167185,82.806859
0.946406,0.145033,0.072764,18.328312
0.702362,0.290648,0.237787,64.130638
0.422122,0.363136,0.053239,85.117265
0.918527,0.086607,0.259763,23.334513
0.968528,0.038422,0.227684,12.257527
0.533932,0.338823,0.120600,70.768654
0.779645,0.296405,0.144048,44.533997
0.776599,0.111248,0.170985,33.171949
0.608834,0.266693,0.273564,76.784701
0.422776,0.455206,0.089462,92.248483
0.134343,0.879918,0.005099,96.703000
0.997953,0.000000,0.092136,10.553500
0.071665,0.806318,0.008668,100.000000
0.134860,0.419044,0.086978,96.941298
0.374788,0.663380,0.148670,100.000000
0.398550,0.425501,0.296663,99.371946
0.267154,0.387110,0.061089,95.028327
0.078079,0.442200,0.130599,97.291382
0.899414,0.111839,0.058201,15.502760
0.513259,0.305851,0.217161,86.000626
0.969842,0.000000,0.010252,13.642521
0.877966,0.194589,0.280750,40.133446
0.494013,0.418307,0.211268,87.182303
0.388222,0.659345,0.021355,99.487300
0.255048,0.538850,0.173591,100.000000
0.993049,0.077534,0.223964,15.570168
0.605057,0.354706,0.128116,74.477161
0.840718,0.011974,0.002682,7.745088
0.984670,0.000000,0.257379,17.263543
0.223946,0.504245,0.271885,96.970979
0.924841,0.021140,0.040577,11.180862
0.794478,0.189407,0.126594,37.699644
0.454647,0.247408,0.077922,74.730405
0.948793,0.008057,0.064842,6.140819
0.589895,0.216021,0.142198,60.921989
0.393686,0.332498,0.038563,88.745376
0.159905,0.698652,0.135642,92.885262
0.727896,0.188967,0.090402,43.287460
0.774031,0.198008,0.229071,53.677195
0.206912,0.556836,0.071970,100.000000
0.371842,0.609628,0.052347,98.343960
0.055042,0.681789,0.219103,95.956651
0.557254,0.114110,0.264572,71.438190
0.600065,0.339361,0.004568,58.591803
0.848255,0.067342,0.112758,28.846207
0.026150,0.992623,0.138015,97.966988
0.119647,0.480370,0.163427,99.620659
0.031568,0.312281,0.299622,100.000000
0.944449,0.000000,0.168980,10.596718
0.512887,0.673243,0.276265,89.788849
0.246000,0.621299,0.018514,96.951391
0.019102,0.394187,0.149690,100.000000
0.096520,0.603012,0.004506,95.021613
0.720158,0.119416,0.214093,55.546289
0.480283,0.449010,0.017235,78.504495
0.734424,0.401738,0.212272,63.448493
0.265191,0.389490,0.228746,92.777148
0.439550,0.398168,0.206100,92.140612
0.623863,0.151774,0.155369,59.415164
0.212318,0.742272,0.027601,97.323614
0.287523,0.664474,0.213306,100.000000
0.141607,0.614968,0.111189,98.796063
0.711796,0.224166,0.034566,31.355587
0.582291,0.469995,0.122460,83.958910
0.444672,0.588601,0.203299,95.170671
0.567337,0.181584,0.122834,66.261194
0.169789,0.946628,0.140984,97.095548
0.812886,0.226604,0.221982,47.020127
0.755468,0.117558,0.095841,23.281414
0.182003,0.777236,0.076710,96.580490
0.885712,0.035532,0.046195,12.035630
0.393976,0.315856,0.078135,84.632443
0.463637,0.469911,0.228693,93.525135
0.531260,0.449948,0.114849,81.611455
0.792897,0.088073,0.017074,23.399337
0.164009,0.846289,0.253649,100.000000
0.265018,0.373164,0.087816,95.284434
0.936417,0.034025,0.067694,15.028394
0.937800,0.000099,0.089297,5.725695
0.808972,0.098994,0.120449,20.715471
0.168433,0.602198,0.195864,100.000000
0.594977,0.204517,0.068929,56.752069
0.445971,0.189169,0.188380,90.867320
0.080743,0.889399,0.047498,100.000000
0.075548,0.807984,0.012238,97.093931
0.856837,0.186278,0.051939,16.957440
0.090499,0.674364,0.035373,97.214168
0.271390,0.513189,0.296359,100.000000
0.150725,0.819664,0.090814,97.710552
0.575104,0.013816,0.210217,59.192804
0.760022,0.148696,0.156022,44.069024
0.265183,0.897906,0.256752,99.681822
0.782047,0.098090,0.211295,30.440305
0.174968,0.344955,0.164675,95.099312
0.356736,0.272291,0.164580,87.022210
0.242881,0.672662,0.132479,97.500400
0.454341,0.084524,0.238688,79.736974
0.981009,0.030848,0.226129,12.026539
0.736797,0.356342,0.016562,41.663336
0.205761,0.630081,0.292184,97.497601
0.966434,0.000000,0.241926,14.232587
